SMILES	FunctionalGroups
CC1CCC(C(C1)OCC2COC(O2)C3=CC(=C(C=C3)O)OC)C(C)C	Methoxy, Alcohol
Cc1ccc(c(O)c1)C(C)(C)C	Tert-butyl, Alcohol
CC1CCC(C(O)C1)C(C)(C)O	Alcohol
CC1CCC(C(O)C1)C(C)(C)O	Alcohol
CC1CCC(C(O)C1)C(C)=C	Alcohol
CC1CCC(C(O)C1)C(C)=C	Alcohol
Cc1ccc(C)c(O)c1	Alcohol
Cc1ccc(C)c2ccccc12	NO_MATCH
Cc1ccc(C)nc1	NO_MATCH
Cc1ccc(C=O)c(C)c1	Carbonyl
Cc1ccc(C=O)c(O)c1	Alcohol, Carbonyl
Cc1ccc(C=O)cc1	Carbonyl
Cc1ccc(CC(C)(C)O)cc1	Alcohol
Cc1ccc(CC=O)cc1	Carbonyl
Cc1ccc(cc1)[S](=O)(=O)/C(=C/N2CC(=O)NC2=S)C#N	Nitrile, Thiol, Thione, Carbonyl, Amine
CC1CCC(CC1)C(C)(C)O	Alcohol
Cc1ccc(cc1)C(C)(C)O	Alcohol
CC1CCC(CC1)C(C)(C)O	Alcohol
CC1CCC(CC1)C(C)(C)OC(C)=O	Ester, Aldehyde, Acetyl, Carbonyl
CC1CCC(CC1)C(C)(C)OC(C)=O	Ester, Aldehyde, Acetyl, Carbonyl
Cc1ccc(cc1)c2ccc(C)cc2	NO_MATCH
Cc1ccc(cc1)c2ccccc2	NO_MATCH
CC1CCC(CC1=O)C(C)=C	Carbonyl
CC1CCC(CC1O)C(C)=C	Alcohol
CC1CCC(CC1OC(C)=O)C(C)=C	Ester, Aldehyde, Acetyl, Carbonyl
CC1CCC(CC2=C1CCC2C)=C(C)C	NO_MATCH
CC1CCC(CCO)C1(C)C	Alcohol
Cc1ccc(CCO)cc1	Alcohol
CC1CCC(CO)C(C)C1	Alcohol
CC1CCC(COC(C)=O)C(C)C1	Ester, Aldehyde, Acetyl, Carbonyl
Cc1ccc(O)c(C)c1	Alcohol
Cc1ccc(O)c(c1)C(C)(C)C	Tert-butyl, Alcohol
CC1CCC(O)C(C1)C(C)(C)C	Tert-butyl, Alcohol
Cc1ccc(O)c(c1)C(C)=O	Aldehyde, Acetyl, Alcohol, Carbonyl
Cc1ccc(O)cc1	Alcohol
Cc1ccc(O)cc1C	Alcohol
Cc1ccc(OC(=O)Cc2ccccc2)cc1	Carbonyl
Cc1ccc(Oc2ccccc2)cc1	NO_MATCH
Cc1ccc(OCC=O)cc1	Carbonyl
Cc1ccc(OCCO)cc1	Alcohol
Cc1ccc(S)c(C)c1	Thiol, Thione
Cc1ccc(S)cc1	Thiol, Thione
CC1CCC2(C)C(=CCCC2(C)C1OC=O)C	Ester, Carbonyl
CC1CCC2(CC1)CCC(=O)O2	Ester, Carbonyl
CC1CCC2(CC1)CCC(=O)O2	Ester, Carbonyl
CC1CCC2(O1)C(=C)C=CCC2(C)C	NO_MATCH
CC1CCC2(O1)C(=CCCC2(C)C)C	NO_MATCH
CC1CCC2(O1)C(C)(C)CCCC2(C)OC(C)=O	Ester, Aldehyde, Acetyl, Carbonyl
CC1CCC2(O1)C(CCCC2(C)O)(C)C	Alcohol
CC1CCC2=C(C(=O)OC2=C1)C	Ester, Carbonyl
CC1CCC2=C(C)C(=O)OC2C1	Ester, Carbonyl
CC1CCC2=C(C)CCC(CC12)C(C)(C)O	Alcohol
CC1CCC2=NC(=CN=C12)C	NO_MATCH
CC1CCC2C(=CC3(O)OC12CC3=C(C)C)C	Alcohol
CC1CCC2C(C(=O)OC2C1)C	Ester, Carbonyl
CC1CCC2C(C)(C)C3CC12CC(=C3C)C(C)=O	Aldehyde, Acetyl, Carbonyl
CC1CCC2C(C)(C)C3CC12CC(=O)C3C	Carbonyl
CC1CCC2C(C)(C)C3CC12CC(O)C3=C	Alcohol
CC1CCC2C(C)(C)C3CC12CC4OC34C	NO_MATCH
Cc1ccc2C=CC(=O)Oc2c1	NO_MATCH
Cc1ccc2cc(C)c(C)cc2c1	NO_MATCH
Cc1ccc2cc(C)cc(C)c2c1	NO_MATCH
CC1CCC2CC1SC2(C)C	NO_MATCH
Cc1ccc2ccccc2c1	NO_MATCH
Cc1ccc2NCCCc2c1	Amine
Cc1ccc2ncccc2c1	NO_MATCH
Cc1ccc2nccnc2c1	NO_MATCH
Cc1ccc2OC(=O)C=Cc2c1	NO_MATCH
CC1CCC2OC2(C)CCC3C1CC3(C)C	NO_MATCH
CC1CCC2OC23CCC4C(C4(C)C)C13C	NO_MATCH
Cc1ccc2OCC(=O)COc2c1	Carbonyl
CC1CCCC(=O)C1	Carbonyl
CC1CCCC(=O)C1=O	Carbonyl
CC1CCCC(=O)O1	Ester, Carbonyl
CC1CCCC(C)(C)C1=O	Carbonyl
CC1CCCC(C)(C)C1CC(C)C(C)OC(C)=O	Ester, Aldehyde, Acetyl, Carbonyl
Cc1cccc(C)c1[S-]	Thiol, Thione
Cc1cccc(C)c1O	Alcohol
Cc1cccc(C)n1	NO_MATCH
Cc1cccc(C=C)n1	NO_MATCH
Cc1cccc(C=O)c1	Carbonyl
Cc1cccc(C=O)n1	Carbonyl
Cc1cccc(c1)c2ccccc2	NO_MATCH
Cc1cccc(c1O)C(C)(C)C	Tert-butyl, Alcohol
Cc1cccc(CCCCCO)c1	Alcohol
Cc1cccc(CCO)c1	Alcohol
Cc1cccc(CO)n1	Alcohol
Cc1cccc(O)c1	Alcohol
CC1CCCC(O)C1	Alcohol
Cc1cccc(O)c1C	Alcohol
Cc1cccc(Oc2ccccc2)c1	NO_MATCH
Cc1cccc(S)c1	Thiol, Thione
CC1CCCC2(C)CCCCC12O	Alcohol
CC1CCCC2(C)CCCCC12O	Alcohol
Cc1cccc2c(C)cccc12	NO_MATCH
Cc1cccc2ccccc12	NO_MATCH
Cc1cccc2ccoc12	NO_MATCH
Cc1cccc2nccnc12	NO_MATCH
CC1CCCCC1=O	Carbonyl
Cc1ccccc1C(=O)NC(=S)Nc2cc(ccc2Cl)c3sc4ccccc4n3	Thiol, Thione, Carbonyl, Amine
Cc1ccccc1C(O)O.OCC(O)CO	Alcohol
Cc1ccccc1c2ccccc2	NO_MATCH
Cc1ccccc1CCO	Alcohol
CC1CCCCC1NC(=O)C2=C(C(=C(C(=C2F)F)F)F)F	Carbonyl, Amine
Cc1ccccc1O	Alcohol
Cc1ccccc1OC(=O)c2ccccc2O	Alcohol, Carbonyl
Cc1ccccc1S	Thiol, Thione
CC1CCCCCCCCCCCCC(=O)C1	Carbonyl
CC1CCCCN1	Amine
Cc1ccccn1	NO_MATCH
Cc1cccnc1	NO_MATCH
Cc1cccnc1C	NO_MATCH
Cc1ccnc(C)c1	NO_MATCH
Cc1ccnc2ccccc12	NO_MATCH
Cc1ccncc1	NO_MATCH
Cc1ccncc1C	NO_MATCH
CC1CCOC(C1)C=C(C)C	NO_MATCH
CC1CCOC(C1)C=C(C)C	NO_MATCH
CC1CCOC(C1)C2=CC=CC=C2	NO_MATCH
CC1CCOC(O1)\C=C\c2ccccc2	NO_MATCH
CC1CCOC(O1)C=C(C)C	NO_MATCH
CC1CCOC2(CCCCC2)O1	NO_MATCH
Cc1ccsc1C=O	Carbonyl
CC1CCSCS1	NO_MATCH
CC1CCSS1	NO_MATCH
Cc1cnc(C)c(C)n1	NO_MATCH
Cc1cnc(C)cn1	NO_MATCH
Cc1cnc(C=C)cn1	NO_MATCH
Cc1cnc2ccccc2n1	NO_MATCH
Cc1cncc(C)c1	NO_MATCH
Cc1cncc(C)n1	NO_MATCH
Cc1cnccn1	NO_MATCH
CC1COC(C)(C)O1	NO_MATCH
CC1COC(C)(CCC=C(C)C)O1	NO_MATCH
CC1COC(O1)(C)C(C)O	Alcohol
CC1COC(O1)(C)C2=CC3=C(C=C2)C(CCC3(C)C)(C)C	NO_MATCH
CC1COC(O1)\C=C(C)\CCC=C(C)C	NO_MATCH
CC1COC(O1)C(C)c2ccccc2	NO_MATCH
CC1COC(O1)C(C)CCC=C(C)C	NO_MATCH
CC1COC(O1)C2=CCC(CC2)C(=C)C	NO_MATCH
CC1COC(O1)c2ccc(C)cc2	NO_MATCH
CC1COC(O1)c2ccccc2	NO_MATCH
CC1COC(O1)CC(C)CCCC(C)(C)O	Alcohol
CC1COCc2cc3c(cc12)C(C)(C)C(C)C3(C)C	NO_MATCH
CC1COCc2cc3c(cc12)C(C)(C)CCC3(C)C	NO_MATCH
Cc1csc(C=O)n1	Carbonyl
Cc1cscc1	NO_MATCH
Cc1cscn1	NO_MATCH
CC1CSCS1	NO_MATCH
CC1CSSC1	NO_MATCH
Cc1nc(C)c(C)nc1C	NO_MATCH
CC1NC(C)SC(C)S1	Amine
CC1NC(SC(S1)C)C(C)C	Amine
CC1NC(SC(S1)CC(C)C)C	Amine
Cc1nc2ccccc2nc1C	NO_MATCH
Cc1ncc2CSCc2n1	NO_MATCH
Cc1nccnc1C	NO_MATCH
CC1NCCS1	Amine
Cc1ncsc1C=C	NO_MATCH
Cc1ncsc1CCO	Alcohol
CC1OC(=C(O)C1=O)C	Alcohol, Carbonyl
CC1OC(=C(OC(C)=O)C1=O)C	Ester, Aldehyde, Acetyl, Carbonyl
CC1OC(=CC1=O)C	Carbonyl
CC1OC(=O)C(=C1C)O	Ester, Alcohol, Carbonyl
CC1OC(C)(O)C(C)OC1(C)O	Alcohol
Cc1oc(C)c(C)n1	NO_MATCH
Cc1oc(C)c(S)c1	Thiol, Thione
Cc1oc(C)c(SC(=O)c2occc2)c1	Carbonyl
CC1OC(C)C2Cc3ccccc3C2O1	NO_MATCH
Cc1oc(C)cc1	NO_MATCH
Cc1oc(C=O)cc1	Carbonyl
CC1OC12CC3CC2C4CC(=CCC34)C	NO_MATCH
Cc1oc2ccccc2c1	NO_MATCH
Cc1oc2ccccc2c1C	NO_MATCH
Cc1oc2ccccc2n1	NO_MATCH
CC1OCC(O1)c2ccccc2	NO_MATCH
CC1OCC2(CC3CCC2C3)CO1	NO_MATCH
CC1OCCC(S1)(C)C	NO_MATCH
Cc1occc1	NO_MATCH
CC1OCCC1=O	Carbonyl
CC1OCCC12SC3CCOC3(C)S2	NO_MATCH
Cc1occc1S	Thiol, Thione
CC1OCCC1S	Thiol, Thione
Cc1occc1SSc2ccoc2C	NO_MATCH
CC1SC(=C(O)C1=O)C	Alcohol, Carbonyl
Cc1sc(C)c(C)n1	NO_MATCH
Cc1sc(C)cc1	NO_MATCH
Cc1sc(C)nc1	NO_MATCH
CC1SC(C)SC(C)S1	NO_MATCH
Cc1sc(C=C)c(C)n1	NO_MATCH
Cc1sc(C=O)cc1	Carbonyl
Cc1sc2ccccc2c1	NO_MATCH
Cc1scc(C)n1	NO_MATCH
Cc1sccc1	NO_MATCH
CC1SCCC1=O	Carbonyl
CC1SCCCS1	NO_MATCH
Cc1sccn1	NO_MATCH
CC1SCCS1	NO_MATCH
Cc1scnc1C	NO_MATCH
CC1SSC(C)S1	NO_MATCH
CCC(/C=C/C1=C(CCCC1(C)C)C)OC(=O)C	Ester, Aldehyde, Acetyl, Carbonyl
CCC(=O)/C(=C/C1C(=CCCC1(C)C)C)/C	Carbonyl
CCC(=O)/C=C/C1=C(C)CCCC1(C)C	Carbonyl
CCC(=O)/C=C/C1C(=CCCC1(C)C)C	Carbonyl
CCC(=O)/C=C/C1C(=CCCC1(C)C)C	Carbonyl
CCC(=O)/C=C/C1C(=CCCC1(C)C)C	Carbonyl
CCC(=O)/C=C/c1ccc(OC)cc1	Methoxy, Carbonyl
CCC(=O)\C=C/C	Carbonyl
CCC(=O)\C=C\C1C(C)C=CCC1(C)C	Carbonyl
CCC(=O)C(/C)=C/C1C(C)CC=CC1(C)C	Carbonyl
CCC(=O)C(=O)CC	Carbonyl
CCC(=O)C(C)=O	Aldehyde, Acetyl, Carbonyl
CCC(=O)C(C)CC=C(C)C	Carbonyl
CCC(=O)C(C)O	Alcohol, Carbonyl
CCC(=O)C(C)S	Thiol, Thione, Carbonyl
CCC(=O)C(O)=O	Carboxylic Acid, Alcohol, Carbonyl
CCC(=O)C=C	Carbonyl
CCC(=O)c1[nH]ccc1	Carbonyl
CCC(=O)C1=CC=C(S1)C	Carbonyl
CCC(=O)C1=NC(=CS1)C	Carbonyl
CCC(=O)C1=NCCC1	Carbonyl, Imino
CCC(=O)C1=NCCS1	Carbonyl, Imino
CCC(=O)C1CC(CC=C1C)C(C)C	Carbonyl
CCC(=O)c1ccc(O)cc1	Alcohol, Carbonyl
CCC(=O)c1ccc(OC)cc1	Methoxy, Carbonyl
CCC(=O)c1ccccc1	Carbonyl
CCC(=O)c1ccccc1O	Alcohol, Carbonyl
CCC(=O)c1oc(C)cc1	Carbonyl
CCC(=O)c1occc1	Carbonyl
CCC(=O)c1sccc1	Carbonyl
CCC(=O)c1sccc1C	Carbonyl
CCC(=O)c1sccn1	Carbonyl
CCC(=O)CC	Carbonyl
CCC(=O)CC(C)(C)S	Thiol, Thione, Carbonyl
CCC(=O)CC1=CC=CO1	Carbonyl
CCC(=O)Cc1ccccc1	Carbonyl
CCC(=O)CCC1C(=CCCC1(C)C)C.OCC#C	Terminal Alkyne, Alcohol, Carbonyl
CCC(=O)CO	Alcohol, Carbonyl
CCC(=O)CSC	Thioether, Carbonyl
CCC(=O)N1C=CC=C1	Carbonyl
CCC(=O)O[C@@H]1C[C@H](C)CC[C@H]1C(C)C	Ester, Carbonyl
CCC(=O)OC	Ester, Methoxy, Carbonyl
CCC(=O)OC(C)(C)C1CCC(=CC1)C	Ester, Carbonyl
CCC(=O)OC(C)(C)Cc1ccccc1	Ester, Carbonyl
CCC(=O)OC(C)(CCC=C(C)C)C=C	Ester, Carbonyl
CCC(=O)OC(C)C	Ester, Carbonyl
CCC(=O)OC(C)c1ccccc1	Ester, Carbonyl
CCC(=O)OC/C=C(C)/CCC=C(C)C	Ester, Carbonyl
CCC(=O)OC/C=C/C1=CC=CC=C1	Ester, Carbonyl
CCC(=O)OC/C=C/c1ccccc1	Ester, Carbonyl
CCC(=O)OC\C=C(C)/CCC=C(C)C	Ester, Carbonyl
CCC(=O)OC\C=C/C=C/C	Ester, Carbonyl
CCC(=O)OC1=C(C)CCC1=O	Ester, Carbonyl
CCC(=O)OC1=C(C)OC=CC1=O	Carbonyl
CCC(=O)OC1C=CC2C3CCC(C3)C12	Ester, Carbonyl
CCC(=O)OC1CC(C)C2CC(CC2C(=C1)C)=C(C)C	Ester, Carbonyl
CCC(=O)OC1CC(CC=C1C)C(C)=C	Ester, Carbonyl
CCC(=O)OC1CC2CC1C3CC=CC23	Ester, Carbonyl
CCC(=O)OC1CC2CCC1(C)C2(C)C	Ester, Carbonyl
CCC(=O)OC1CCCCC1	Ester, Carbonyl
CCC(=O)Oc1ccccc1OC	Methoxy, Carbonyl
CCC(=O)OCC(=O)OC(C)C1CCCC(C1)(C)C	Ester, Carbonyl
CCC(=O)OCC(C)(C)CC1=C(CCC1C(=C)C)C	Ester, Carbonyl
CCC(=O)OCC(C)(C)OC(C)C1CCCC(C1)(C)C	Ester, Carbonyl
CCC(=O)OCC(C)C	Ester, Carbonyl
CCC(=O)OCC(COC(=O)CC)OC(=O)CC	Ester, Carbonyl
CCC(=O)OCC=C	Ester, Carbonyl
CCC(=O)OCc1ccc(OC)cc1	Ester, Methoxy, Carbonyl
CCC(=O)OCc1ccccc1	Ester, Carbonyl
CCC(=O)OCC1CCCO1	Ester, Carbonyl
CCC(=O)OCc1occc1	Ester, Carbonyl
CCC(=O)OCCC(C)C	Ester, Carbonyl
CCC(=O)OCCC(C)CCC=C(C)C	Ester, Carbonyl
CCC(=O)OCCC(C)CCCC(C)=C	Ester, Carbonyl
CCC(=O)OCCc1ccccc1	Ester, Carbonyl
CCC(=O)OCCCc1ccccc1	Ester, Carbonyl
CCC(=O)OCCCC1CCCCC1	Ester, Carbonyl
CCC(=O)OCCCCCCC(C)C	Ester, Carbonyl
CCC(=O)OCCCCCCCCC=C	Ester, Carbonyl
CCC(=O)OCCOc1ccccc1	Ester, Carbonyl
CCC(=O)SCC=C	Carbonyl
CCC(=O)SCc1occc1	Carbonyl
CCC(C(C)C)OC(=O)/C=C/C	Ester, Carbonyl
CCC(C(C)C=O)S	Thiol, Thione, Carbonyl
CCC(C(C)CO)S	Thiol, Thione, Alcohol
CCC(C)(C)C1CCC(=O)CC1	Carbonyl
CCC(C)(C)C1CCC(CC1)OCC	Ethoxy
CCC(C)(C)C1CCCCC1OC(C)=O	Ester, Aldehyde, Acetyl, Carbonyl
CCC(C)(C)CCCC(=O)OCC=C	Ester, Carbonyl
CCC(C)(CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C)O	Alcohol
CCC(C)(CCC1=CC=CC=C1)OC(=O)C	Ester, Aldehyde, Acetyl, Carbonyl
CCC(C)(CCCC(C)C)OC(C)=O	Ester, Aldehyde, Acetyl, Carbonyl
CCC(C)(CCCC(C)C=O)OC	Methoxy, Carbonyl
CCC(C)(O)\C=C\C=C(C)C	Alcohol
CCC(C)(O)CC	Alcohol
CCC(C)(O)CCC=C(C)C	Alcohol
CCC(C)(O)CCc1ccccc1	Alcohol
CCC(C)(O)CCCC(C)C	Alcohol
CCC(C)/C=C(/CSC)\C=O	Thioether, Carbonyl
CCC(C)=O	Aldehyde, Acetyl, Carbonyl
CCC(C)C(=O)/C=C/C	Carbonyl
CCC(C)C(=O)/C=C/C	Carbonyl
CCC(C)C(=O)C(=O)OCC	Ester, Ethoxy, Carbonyl
CCC(C)C(=O)CC(C)S	Thiol, Thione, Carbonyl
CCC(C)C(=O)N(C)C1=CC=CC=C1	Carbonyl, Amine
CCC(C)C(=O)OC	Ester, Methoxy, Carbonyl
CCC(C)C(=O)OC(C)C	Ester, Carbonyl
CCC(C)C(=O)OC\C=C(C)\CCC=C(C)C	Ester, Carbonyl
CCC(C)C(=O)OC1CC(C)CCC1C(C)C	Ester, Carbonyl
CCC(C)C(=O)OC1CC2CCC1(C2(C)C)C	Ester, Carbonyl
CCC(C)C(=O)OCC(C)C	Ester, Carbonyl
CCC(C)C(=O)OCC(C)O	Ester, Alcohol, Carbonyl
CCC(C)C(=O)OCCC(C)C	Ester, Carbonyl
CCC(C)C(=O)OCCC1=CC=CC=C1	Ester, Carbonyl
CCC(C)C(=O)SC	Thioether, Carbonyl
CCC(C)C(C(=O)OC)O	Ester, Methoxy, Alcohol, Carbonyl
CCC(C)C(C(=O)OCC)O	Ester, Ethoxy, Alcohol, Carbonyl
CCC(C)C(C)C=O	Carbonyl
CCC(C)C(O)=O	Carboxylic Acid, Alcohol, Carbonyl
CCC(C)C\C(CC)=N\O	Alcohol, Imino
CCC(C)C=O	Carbonyl
CCC(C)C1(COC(OC1)C2CCC(=CC2C)C)C	NO_MATCH
CCC(C)C1=CN=C(C(=N1)C)C	NO_MATCH
CCC(C)c1ccc2ncccc2c1	NO_MATCH
CCC(C)C1CCCCC1(OC(C)=O)C#C	Ester, Aldehyde, Acetyl, Terminal Alkyne, Carbonyl
CCC(C)C1CCCCC1(OC(C)=O)C=C	Ester, Aldehyde, Acetyl, Carbonyl
CCC(C)C1CCCCC1=O	Carbonyl
CCC(C)c1nccnc1OC	Methoxy
CCC(C)C1SC(C)C(=N1)C	Imino
CCC(C)c1sccn1	NO_MATCH
CCC(C)CC(=O)CC	Carbonyl
CCC(C)CC(O)=O	Carboxylic Acid, Alcohol, Carbonyl
CCC(C)CCC(C)(CC)OC(C)=O	Ester, Aldehyde, Acetyl, Carbonyl
CCC(C)CCC(C)(O)CC	Alcohol
CCC(C)CCC(O)=O	Carboxylic Acid, Alcohol, Carbonyl
CCC(C)CCCC(C)(C)O	Alcohol
CCC(C)CCCC(C)(C)OC(C)=O	Ester, Aldehyde, Acetyl, Carbonyl
CCC(C)CCCCC=O	Carbonyl
CCC(C)CCO	Alcohol
CCC(C)CCOC(=O)C(/C)=C\C	Ester, Carbonyl
CCC(C)CN1C=CC=C1	NO_MATCH
CCC(C)CO	Alcohol
CCC(C)COC(=O)C(/C)=C\C	Ester, Carbonyl
CCC(C)COC(=O)C(C)C	Ester, Carbonyl
CCC(C)COC(=O)C(C)CC	Ester, Carbonyl
CCC(C)COC(=O)C=C(C)C	Ester, Carbonyl
CCC(C)COC(=O)c1ccccc1O	Ester, Alcohol, Carbonyl
CCC(C)COC(=O)CC	Ester, Carbonyl
CCC(C)COC(=O)CC(C)C	Ester, Carbonyl
CCC(C)COC(C)=O	Ester, Aldehyde, Acetyl, Carbonyl
CCC(C)CS	Thiol, Thione
CCC(C)N=C=S	Isothiocyanate, Thiol, Thione, Imino
CCC(C)NC(=O)\C=C\C=C\CC\C=C\C	Carbonyl, Amine
CCC(C)O	Alcohol
CCC(C)O	Alcohol
CCC(C)OC(C)=O	Ester, Aldehyde, Acetyl, Carbonyl
CCC(C)SC(=O)C=C(C)C	Carbonyl
CCC(C)SC(=O)CC(C)C	Carbonyl
CCC(C=CC1=C(CCCC1(C)C)C)O	Alcohol
CCC(C=O)c1oc(C)cc1	Carbonyl
CCC(C1=CC=C(C=C1)OC(=O)C)OC(=O)C	Ester, Aldehyde, Acetyl, Carbonyl
CCC(CC)=CCC(C)CCO	Alcohol
CCC(CC)C(=O)OCC=C	Ester, Carbonyl
CCC(CC)C(O)=O	Carboxylic Acid, Alcohol, Carbonyl
CCC(CC)C=O	Carbonyl
CCC(CC)CO	Alcohol
CCC(CC)COC(C)=O	Ester, Aldehyde, Acetyl, Carbonyl
CCC(COC1CCCCC1C(C)(C)C)O	Tert-butyl, Alcohol
CCC(O)=O	Carboxylic Acid, Alcohol, Carbonyl
CCC(O)C(/C)=C/C1(C)CC2CC1C=C2	Alcohol
CCC(O)C(C)=O	Aldehyde, Acetyl, Alcohol, Carbonyl
CCC(O)C=C	Alcohol
CCC(O)c1ccccc1	Alcohol
CCC(O)CC	Alcohol
CCC(O)Cc1ccccc1	Alcohol
CCC(O)CCC1C(C)CCCC1(C)C	Alcohol
CCC(S)C(C)=O	Aldehyde, Acetyl, Thiol, Thione, Carbonyl
CCC(S)CC	Thiol, Thione
CCC(S)CS	Thiol, Thione
CCC(S)S	Thiol, Thione
CCC(S)SC(CC)S	Thiol, Thione
CCC/C=C(\C#N)/C1=CC=CC=C1	Nitrile
CCC/C=C/C(=O)CC	Carbonyl
CCC/C=C/C(=O)OC	Ester, Methoxy, Carbonyl
CCC/C=C/C(=O)OC	Ester, Methoxy, Carbonyl
CCC/C=C/C(=O)OCC	Ester, Ethoxy, Carbonyl
CCC/C=C/C(=O)OCC	Ester, Ethoxy, Carbonyl
CCC/C=C/C(=O)OCC/C=C\CC	Ester, Carbonyl
CCC/C=C/C(C)=O	Aldehyde, Acetyl, Carbonyl
CCC/C=C/C(OC)OC	Methoxy
CCC/C=C/C(OCC)OCC	Ethoxy
CCC/C=C/C(OCC)OCC	Ethoxy
CCC/C=C/C=C/CO	Alcohol
CCC/C=C/C=O	Carbonyl
CCC/C=C/C=O	Carbonyl
CCC/C=C/C1=CC=CO1	NO_MATCH
CCC/C=C/C1OCC(O1)C	NO_MATCH
CCC/C=C/CC1CCCC1=O	Carbonyl
CCC/C=C/CC1CCCC1O	Alcohol
CCC/C=C/CC1CCCC1OC(=O)C	Ester, Aldehyde, Acetyl, Carbonyl
CCC/C=C/CCC(=O)OC	Ester, Methoxy, Carbonyl
CCC/C=C/CCC(=O)OCC	Ester, Ethoxy, Carbonyl
CCC/C=C/CCCCC(=O)O	Carboxylic Acid, Alcohol, Carbonyl
CCC/C=C/CCCCC=O	Carbonyl
CCC/C=C/CCOC(C)=O	Ester, Aldehyde, Acetyl, Carbonyl
CCC/C=C/CO	Alcohol
CCC/C=C/CO	Alcohol
CCC/C=C/COC(=O)c1ccccc1O	Ester, Alcohol, Carbonyl
CCC/C=C/COC(=O)CC	Ester, Carbonyl
CCC/C=C/COC(=O)CC(C)C	Ester, Carbonyl
CCC/C=C/COC(=O)Cc1ccccc1	Ester, Carbonyl
CCC/C=C/COC(=O)CCC	Ester, Carbonyl
CCC/C=C/COC(C)=O	Ester, Aldehyde, Acetyl, Carbonyl
CCC/C=C/COC=O	Ester, Carbonyl
CCC/C=C\CCCCC=O	Carbonyl
CCC/C=C\CCCO	Alcohol
CCC[C@@H](CCO)S	Thiol, Thione, Alcohol
CCC[C@](C)(CCO)S	Thiol, Thione, Alcohol
CCC[C@H](C)OC(=O)CC(C)C	Ester, Carbonyl
CCC[C@H](CC(=O)OC)OC(=O)C	Ester, Aldehyde, Acetyl, Methoxy, Carbonyl
CCC[C@H](CCO)S	Thiol, Thione, Alcohol
CCC[C@H](CCO)SC	Thioether, Alcohol
CCC[C@H]1CCC(=O)O1	Ester, Carbonyl
CCC\C=C(/C)C([O-])=O	Carboxylic Acid, Carbonyl
CCC\C=C/1OC(=O)c2ccccc12	Ester, Carbonyl
CCC\C=C/CCC(=O)OCC	Ester, Ethoxy, Carbonyl
CCC\C=C/CCO	Alcohol
CCC\C=C/CO	Alcohol
CCC\C=C/COC(C)=O	Ester, Aldehyde, Acetyl, Carbonyl
CCC\C=C\C([O-])=O	Carboxylic Acid, Carbonyl
CCC\C=C\C=C\C=O	Carbonyl
CCC\C=C\C=C\C=O	Carbonyl
CCC\C=C\C=C\CCCO	Alcohol
CCC=CC=CCO	Alcohol
CCC=CCC=CC=CC=O	Carbonyl
CCC=CCC=CCCC=O	Carbonyl
CCC=CCC=CCCO	Alcohol
CCC=CCC=CCCOC(=O)C	Ester, Aldehyde, Acetyl, Carbonyl
CCC=O	Carbonyl
CCC1(C)C(C)C(=CC(=O)C1C)C	Carbonyl
CCC1(C)CC(=O)C(=C(C)C1C)C	Carbonyl
CCC1(C)OCC(C)(C)C(O1)C(C)C	NO_MATCH
CCC1(C2(CCCC1(CC2)C)C)O	Alcohol
CCC1(O)C(C)(C)C2CCC1(C)C2	Alcohol
CCC1(O)C(C)(C)C2CCC1(C)C2	Alcohol
CCC1=C(C(CCC1C)(C)C)C(=O)OCC	Ester, Ethoxy, Carbonyl
CCC1=C(N=C(C(=N1)C)CC)C	NO_MATCH
CCC1=C(N=C(S1)CC)C	NO_MATCH
CCC1=C(O)C(=O)C(C)O1	Alcohol, Carbonyl
CCC1=C(O)C(=O)CC1	Alcohol, Carbonyl
CCC1=C(O)C(=O)CC1C	Alcohol, Carbonyl
CCC1=CC(=CS1)C	NO_MATCH
CCC1=CC=C(C=C1)CC(C)(C)C#N	Nitrile
CCC1=CC=CC2=C1OC=C2	NO_MATCH
CCC1=CCCC(C12C=CC(O2)C)(C)C	NO_MATCH
CCC1=CN=C(S1)C	NO_MATCH
CCC1=CSC(=N1)C	NO_MATCH
CCC1=NC(=C(S1)C)C	NO_MATCH
CCC1=NC(=C(S1)C)C	NO_MATCH
CCC1=NC(=CN=C1)C.CCC1=NC=C(N=C1)C	NO_MATCH
CCC1=NC=C(N=C1C)C	NO_MATCH
CCC1=NC=C(N=C1C)C	NO_MATCH
CCC1=NC=CC(=C1)C(=C)C	NO_MATCH
CCC1=NC=CN=C1OCC	Ethoxy
CCC1=NC=CN=C1SC	Thioether
CCC1=NC2=CC=CC=C2N=C1	NO_MATCH
CCC1=NC2=CC=CC=C2N=C1C	NO_MATCH
CCC12CCC(C1)C(C2)C3(CCCCC3)O	Alcohol
CCC1C(=NC(S1)CC(C)C)C	Imino
CCC1C(=O)C(=CO1)CO	Alcohol, Carbonyl
CCC1C(C)CC(=O)C(=C1CC)C	Carbonyl
CCC1C(CCC(O1)(C)CC)C(C)C	NO_MATCH
CCC1CC(=C(O)C1=O)C	Alcohol, Carbonyl
CCC1CC(=O)C(=C1C)O	Alcohol, Carbonyl
CCc1cc2c(cc1C(C)=O)C(C)(C)CCC2(C)C	Aldehyde, Acetyl, Carbonyl
CCC1CC2CC1CC2OC	Methoxy
