cas_number,new_descriptors_added
101-94-0,"['boise', 'doux', 'fleur_du_jardin', 'fleur_d_arbuste', 'mielle']"
101-97-3,"['boise', 'sucre_cuit', 'caramel', 'empyreumatique', 'torrefie', 'malte', 'fleur_d_arbuste', 'frais', 'fermentaire', 'mielle', 'cuit']"
102-04-5,"['chimique', 'fruite', 'fleur_d_arbuste', 'mielle', 'fruit_rouge']"
102-13-6,"['lactique', 'boise', 'empyreumatique', 'torrefie', 'lacte', 'balsamique', 'malte', 'mielle']"
102-16-9,"['lactique', 'empyreumatique', 'torrefie', 'lacte', 'malte', 'fleur_d_arbuste', 'mielle']"
102-17-0,"['vegetal_sec', 'terreux', 'doux', 'legume', 'frais', 'floral', 'vegetal_vert', 'plante_aromatique', 'epice', 'racine', 'lactone', 'phenole', 'chimique', 'bois', 'vegetal', 'mielle', 'coumarine']"
102-19-2,"['lactique', 'boise', 'empyreumatique', 'torrefie', 'lacte', 'fruite', 'malte', 'fleur_d_arbuste', 'mielle']"
102-20-5,"['vegetal_sec', 'torrefie', 'fruite', 'fleur_d_arbuste', 'frais', 'vegetal_vert', 'epice', 'boise', 'phenole', 'chimique', 'empyreumatique', 'vegetal', 'malte', 'mielle', 'medicinal']"
102-22-7,"['floral', 'doux', 'mielle', 'fleur_du_jardin']"
102-69-2,"['chimique', 'amine']"
102-76-1,"['lactique', 'chimique', 'phenole', 'gras']"
103-05-9,"['boise', 'bois', 'fleur_du_jardin', 'fleur_d_arbre', 'vegetal', 'fleur_d_arbuste', 'vegetal_vert', 'gras']"
103-07-1,"['boise', 'fleur_du_jardin', 'vegetal', 'aldehyde', 'fleur_d_arbuste', 'frais', 'vegetal_vert', 'gras']"
103-09-3,"['moisi', 'vegetal', 'aldehyde', 'frais', 'vegetal_vert', 'aldehyde_frais', 'gras', 'fermentaire']"
103-13-9,"['lactique', 'doux', 'sucre_cuit', 'gras', 'empyreumatique', 'cuit']"
103-25-3,"['boise', 'chimique', 'doux', 'boissons_alcoolisees', 'boisson_fermentee', 'mielle', 'fermentaire']"
103-26-4,"['fruit_exotique', 'chimique', 'medicinal', 'boise', 'phenole', 'fruit_rouge']"
103-28-6,"['fleur_d_arbuste', 'floral', 'gras']"
103-36-6,"['chimique', 'fruit_a_noyau', 'vegetal', 'frais', 'floral', 'vegetal_vert', 'medicinal', 'boise', 'phenole']"
103-37-7,"['fruit_a_pepins', 'fruit_a_noyau', 'fleur_d_arbuste', 'floral', 'lactone', 'fruit_rouge']"
103-38-8,"['fruit_a_pepins', 'boise', 'vegetal', 'aldehyde', 'frais', 'floral', 'vegetal_vert', 'aldehyde_frais', 'gras', 'fermentaire']"
103-41-3,"['boise', 'fruit_rouge']"
103-45-7,"['boise', 'empyreumatique', 'torrefie', 'vegetal', 'malte', 'fleur_d_arbuste', 'frais', 'vegetal_vert', 'mielle', 'fermentaire']"
103-48-0,"['doux', 'fruit_a_noyau', 'vegetal', 'fleur_d_arbuste', 'vegetal_vert', 'lactone', 'mielle', 'boise', 'gras', 'fermentaire']"
103-50-4,"['boise', 'chimique', 'moisi', 'fleur_d_arbuste', 'floral', 'fruit_rouge', 'fermentaire']"
103-52-6,"['chimique', 'boissons_alcoolisees', 'vegetal', 'boisson_fermentee', 'frais', 'vegetal_vert', 'fruit_rouge', 'fermentaire']"
103-53-7,"['terreux', 'boise', 'doux', 'fleur_d_arbre', 'vegetal', 'foret', 'fleur_d_arbuste', 'vegetal_vert']"
103-54-8,"['chimique', 'fruite', 'fleur_d_arbuste', 'mielle', 'medicinal', 'boise', 'phenole']"
103-56-0,"['fruit_a_pepins', 'vegetal', 'frais', 'vegetal_vert', 'boise', 'fruit_rouge']"
103-58-2,"['fruit_a_pepins', 'sucre_cuit', 'fleur_du_jardin', 'fruit_a_noyau', 'fleur_d_arbuste', 'floral', 'lactone', 'boise', 'fruit_rouge', 'baie', 'cereale', 'fruit_noir', 'chimique', 'fruit_cuit', 'empyreumatique', 'malte', 'mielle', 'cuit']"
103-59-3,"['amande_amere', 'fruit_sec', 'boise', 'phenole', 'chimique', 'fruit_a_coque', 'oleagineux', 'medicinal', 'gras']"
103-60-6,"['fruit_a_pepins', 'vegetal', 'fleur_d_arbuste', 'frais', 'vegetal_vert', 'mielle']"
103-61-7,"['boise', 'chimique', 'doux', 'boissons_alcoolisees', 'alcool_de_fut', 'boisson_fermentee', 'floral', 'medicinal', 'phenole', 'fermentaire']"
103-64-0,"['frais', 'floral', 'vegetal_vert', 'fleur_du_jardin', 'vegetal']"
103-74-2,"['frais', 'vegetal_vert', 'empyreumatique', 'vegetal']"
103-79-7,"['amande_amere', 'doux', 'fruit_sec', 'fruit_a_coque', 'oleagineux', 'fruite', 'gras']"
103-82-2,"['cacao', 'vegetal_sec', 'musque', 'lactique', 'empyreumatique', 'torrefie', 'lacte', 'vegetal', 'malte', 'fleur_d_arbuste', 'mielle']"
103-93-5,"['frais', 'vegetal_vert', 'fleur_du_jardin', 'vegetal']"
103-95-7,"['fleur_du_jardin', 'vegetal', 'fruite', 'vegetal_vert', 'gras', 'fermentaire']"
104-09-6,"['fruit_sec', 'fleur_du_jardin', 'oleagineux', 'vegetal', 'fleur_d_arbuste', 'frais', 'floral', 'vegetal_vert', 'gras', 'fruit_rouge']"
104-20-1,"['fleur_du_jardin', 'fleur_d_arbre', 'balsamique', 'fleur_d_arbuste', 'mielle', 'fruit_rouge']"
104-21-2,"['vegetal_sec', 'lactique', 'terreux', 'fruit_a_noyau', 'legume', 'frais', 'floral', 'racine', 'lactone', 'boise', 'fruit_rouge', 'bois', 'vegetal']"
104-27-8,"['lactique', 'vegetal_sec', 'amande_amere', 'fruit_sec', 'fruit_a_coque', 'balsamique', 'fleur_d_arbuste', 'frais', 'floral', 'lactone', 'boise', 'fruit_rouge', 'oleagineux', 'vegetal', 'gras']"
104-45-0,"['vegetal_sec', 'terreux', 'legume', 'balsamique', 'frais', 'racine', 'vegetal_vert', 'plante_aromatique', 'aldehyde_frais', 'boise', 'lactone', 'anise', 'levure', 'legume_vert', 'chimique', 'bois', 'boissons_alcoolisees', 'vegetal', 'malte', 'boisson_fermentee', 'aldehyde', 'gras', 'coumarine', 'fermentaire']"
104-46-1,"['vegetal_sec', 'terreux', 'legume', 'balsamique', 'frais', 'racine', 'vegetal_vert', 'lactone', 'plante_aromatique', 'epice', 'boise', 'phenole', 'anise', 'chimique', 'bois', 'vegetal', 'coumarine']"
104-50-7,"['vegetal_sec', 'fruit_sec', 'fruit_a_noyau', 'balsamique', 'frais', 'vegetal_vert', 'boise', 'fruit_exotique', 'empyreumatique', 'vegetal', 'oleagineux', 'aldehyde']"
104-53-0,"['doux', 'vegetal', 'peponide', 'vegetal_vert', 'boise', 'gras']"
104-54-1,"['chimique', 'fleur_du_jardin', 'vegetal', 'frais', 'vegetal_vert', 'mielle', 'boise', 'medicinal', 'phenole']"
104-55-2,"['boise', 'bois', 'chimique', 'phenole', 'vegetal', 'floral', 'vegetal_vert', 'mielle', 'medicinal', 'gras']"
104-57-4,"['vegetal_sec', 'amande_amere', 'doux', 'fruit_sec', 'fruit_a_coque', 'oleagineux', 'vegetal', 'gras', 'fruit_rouge']"
104-61-0,"['fruit_exotique', 'lactique', 'vegetal_sec', 'boise', 'fruit_sec', 'vegetal', 'fruite', 'balsamique', 'oleagineux', 'frais', 'lactone', 'coumarine']"
104-62-1,"['fleur_du_jardin', 'legume', 'fruite', 'fleur_d_arbuste', 'frais', 'floral', 'vegetal_vert', 'aldehyde_frais', 'fruit_exotique', 'banane', 'soufre', 'vegetal', 'aldehyde', 'crucifere', 'gras']"
104-64-3,"['chimique', 'fleur_du_jardin', 'epice', 'mielle', 'medicinal', 'boise', 'phenole']"
104-65-4,"['doux', 'fleur_du_jardin', 'frais', 'vegetal_vert', 'aldehyde_frais', 'boise', 'phenole', 'chimique', 'boissons_alcoolisees', 'vegetal', 'boisson_fermentee', 'aldehyde', 'medicinal', 'gras', 'fermentaire']"
104-67-6,"['lactique', 'vegetal_sec', 'doux', 'fruit_sec', 'fruit_a_noyau', 'balsamique', 'frais', 'boise', 'fruit_exotique', 'oleagineux', 'vegetal', 'coumarine']"
104-87-0,"['chimique', 'medicinal', 'boise', 'fruit_rouge']"
104-90-5,"['lactique', 'chimique', 'fruit_sec', 'boissons_alcoolisees', 'empyreumatique', 'legume', 'oleagineux', 'fruite', 'boisson_fermentee', 'malte', 'vegetal', 'frais', 'floral', 'gras', 'fermentaire']"
104-93-8,"['fruit_sec', 'fleur_du_jardin', 'fleur_d_arbre', 'fruite', 'frais', 'floral', 'vegetal_vert', 'plante_aromatique', 'produit_petrolier', 'chimique', 'vegetal', 'oleagineux', 'medicinal', 'gras']"
105-01-1,"['fruit_exotique', 'chimique', 'boissons_alcoolisees', 'boisson_fermentee', 'fermentaire']"
105-13-5,"['lactique', 'vegetal_sec', 'terreux', 'fleur_du_jardin', 'torrefie', 'legume', 'fruite', 'fleur_d_arbuste', 'frais', 'vegetal_vert', 'plante_aromatique', 'epice', 'boise', 'racine', 'anise', 'fruit_rouge', 'bois', 'empyreumatique', 'vegetal', 'malte']"
105-21-5,"['vegetal_sec', 'lactique', 'sucre_cuit', 'fruit_sec', 'balsamique', 'fruite', 'frais', 'floral', 'boise', 'fruit_exotique', 'empyreumatique', 'vegetal', 'oleagineux', 'gras', 'cuit']"
105-37-3,"['fruit_exotique', 'fruit_a_pepins', 'boise', 'chimique', 'boissons_alcoolisees', 'alcool_de_fut', 'balsamique', 'boisson_fermentee', 'frais', 'floral', 'solvant']"
105-43-1,"['lactique', 'vegetal_vert', 'vegetal', 'fermentaire']"
105-45-3,"['vegetal_vert', 'vegetal']"
105-46-4,"['fruit_exotique', 'frais', 'chimique']"
105-53-3,"['fruit_exotique', 'fruit_a_pepins', 'vegetal', 'frais', 'vegetal_vert']"
105-54-4,"['fruit_exotique', 'fruit_a_pepins', 'boise', 'chimique', 'boissons_alcoolisees', 'alcool_de_fut', 'balsamique', 'solvant']"
105-57-7,"['chimique', 'fruit_sec', 'oleagineux', 'fruite', 'vegetal', 'frais', 'vegetal_vert', 'solvant', 'gras']"
105-66-8,"['fruit_exotique', 'chimique', 'animal', 'fruit_a_noyau', 'vegetal', 'frais', 'vegetal_vert', 'lactone', 'solvant', 'gras']"
105-67-9,"['phenole', 'fume', 'empyreumatique']"
105-68-0,"['fruit_a_pepins', 'vegetal', 'peponide', 'vegetal_vert']"
105-79-3,"['fruit_a_pepins', 'pomme', 'fruit_a_noyau', 'vegetal', 'frais', 'vegetal_vert', 'lactone']"
105-82-8,"['soufre', 'terreux', 'fleur_du_jardin', 'vegetal', 'aldehyde', 'floral', 'racine', 'crucifere', 'vegetal_vert', 'aldehyde_frais', 'gras']"
105-85-1,"['fruit_a_pepins', 'citronne', 'fruit_a_noyau', 'legume', 'fleur_d_arbuste', 'frais', 'vegetal_vert', 'lactone', 'aldehyde_frais', 'cucurbitacee', 'vegetal', 'aldehyde', 'gras']"
105-86-2,"['fruit_a_pepins', 'doux', 'fruit_a_noyau', 'fleur_d_arbre', 'vegetal', 'fleur_d_arbuste', 'vegetal_vert', 'lactone', 'mielle']"
105-87-3,"['doux', 'alcool_de_fut', 'balsamique', 'fruite', 'fleur_d_arbuste', 'frais', 'vegetal_vert', 'aldehyde_frais', 'boise', 'chimique', 'boissons_alcoolisees', 'vegetal', 'aldehyde', 'boisson_fermentee', 'gras', 'fermentaire']"
105-89-5,"['citronne', 'amande_amere', 'doux', 'fruit_sec', 'fleur_du_jardin', 'agrume', 'fruit_a_coque', 'vegetal', 'fruite', 'oleagineux', 'fleur_d_arbuste', 'frais', 'floral', 'vegetal_vert', 'plante_aromatique', 'gras']"
105-90-8,"['doux', 'fleur_du_jardin', 'vegetal', 'aldehyde', 'fleur_d_arbuste', 'frais', 'vegetal_vert', 'mielle', 'aldehyde_frais', 'gras']"
105-91-9,"['sucre_cuit', 'fruit_cuit', 'empyreumatique', 'vegetal', 'frais', 'vegetal_vert', 'cuit']"
105-95-3,"['musque', 'animal', 'balsamique', 'vegetal', 'vegetal_vert']"
106-02-5,"['vegetal_sec', 'lactique', 'terreux', 'doux', 'legume', 'balsamique', 'fleur_d_arbuste', 'frais', 'floral', 'racine', 'lactone', 'boise', 'musque', 'bois', 'vegetal']"
106-18-3,"['fruit_sec', 'vegetal', 'oleagineux', 'aldehyde', 'vegetal_vert', 'gras']"
106-21-8,"['citronne', 'animal', 'phenole', 'vegetal', 'fruite', 'fleur_d_arbuste', 'vegetal_vert', 'fermentaire']"
106-22-9,"['animal', 'vegetal', 'fleur_d_arbuste', 'frais', 'vegetal_vert', 'phenole']"
106-23-0,"['citronne', 'vegetal', 'fruite', 'fleur_d_arbuste', 'frais', 'vegetal_vert', 'aldehyde_frais', 'gras']"
106-24-1,"['citronne', 'fruit_a_noyau', 'vegetal', 'fleur_d_arbuste', 'frais', 'vegetal_vert', 'plante_aromatique', 'lactone']"
106-25-2,"['citronne', 'fleur_d_arbre', 'vegetal', 'vegetal_vert', 'mielle']"
106-26-3,"['citronne', 'fruite', 'frais', 'zeste_agrume']"
106-27-4,"['fruit_a_pepins', 'fruit_a_noyau', 'vegetal', 'peponide', 'frais', 'vegetal_vert', 'lactone']"
106-28-5,['fleur_du_jardin']
106-29-6,"['fruit_a_noyau', 'vegetal', 'fleur_d_arbuste', 'vegetal_vert', 'lactone', 'fruit_rouge']"
106-30-9,"['alcool_de_fut', 'balsamique', 'frais', 'floral', 'vegetal_vert', 'boise', 'fruit_rouge', 'fruit_exotique', 'chimique', 'boissons_alcoolisees', 'vegetal', 'boisson_fermentee', 'gras', 'fermentaire']"
106-32-1,"['fruit_a_pepins', 'terreux', 'fruit_a_noyau', 'alcool_de_fut', 'balsamique', 'floral', 'vegetal_vert', 'lactone', 'boise', 'fruit_exotique', 'chimique', 'boissons_alcoolisees', 'vegetal', 'aldehyde', 'boisson_fermentee']"
106-33-2,"['boise', 'chimique', 'boissons_alcoolisees', 'alcool_de_fut', 'vegetal', 'balsamique', 'aldehyde', 'vegetal_vert', 'gras']"
106-35-4,"['lactique', 'vegetal', 'frais', 'vegetal_vert', 'fermentaire']"
106-36-5,"['boissons_alcoolisees', 'vegetal', 'boisson_fermentee', 'frais', 'floral', 'vegetal_vert', 'fermentaire']"
106-44-5,"['floral', 'fleur_du_jardin', 'fleur_d_arbre']"
106-45-6,"['frais', 'vegetal_vert', 'empyreumatique', 'vegetal']"
106-65-0,"['alcool_de_fut', 'balsamique', 'frais', 'vegetal_vert', 'boise', 'fruit_exotique', 'chimique', 'boissons_alcoolisees', 'vegetal', 'boisson_fermentee', 'aldehyde', 'gras', 'fermentaire']"
106-68-3,"['lactique', 'boise', 'vegetal', 'aldehyde', 'fleur_d_arbuste', 'floral', 'vegetal_vert', 'aldehyde_frais', 'gras']"
106-70-7,"['fruit_a_pepins', 'lactique', 'chimique', 'empyreumatique', 'fruit_a_noyau', 'fume', 'viande_fumee', 'frais', 'lactone', 'solvant', 'phenole', 'fruit_rouge']"
106-72-9,"['cucurbitacee', 'legume', 'vegetal', 'peponide', 'fruite', 'aldehyde', 'vegetal_vert', 'aldehyde_frais', 'gras']"
106-73-0,"['fruit_a_pepins', 'fleur_du_jardin', 'vegetal', 'frais', 'vegetal_vert']"
107-02-8,"['amande_amere', 'doux', 'fruit_sec', 'fruit_a_coque', 'oleagineux', 'fruite', 'gras', 'fruit_rouge']"
107-03-9,"['empyreumatique', 'legume', 'vegetal', 'crucifere', 'cuit']"
107-18-6,"['soufre', 'crucifere', 'legume', 'vegetal']"
107-19-7,"['fleur_du_jardin', 'floral']"
107-31-3,['fruit_a_noyau']
107-74-4,"['terreux', 'moisi', 'fleur_du_jardin', 'vegetal', 'fleur_d_arbuste', 'frais', 'vegetal_vert', 'fermentaire']"
107-75-5,"['fleur_du_jardin', 'vegetal', 'peponide', 'fruite', 'frais', 'vegetal_vert']"
107-85-7,"['chimique', 'amine']"
107-86-8,"['amande_amere', 'fruit_sec', 'oleagineux', 'vegetal', 'frais', 'vegetal_vert', 'gras', 'fruit_rouge']"
107-87-9,"['fruit_exotique', 'chimique', 'boissons_alcoolisees', 'boisson_fermentee', 'frais', 'floral', 'solvant']"
107-92-6,"['chimique', 'gras', 'fermentaire']"
107-93-7,['lactique']
108-10-1,"['chimique', 'vegetal', 'aldehyde', 'frais', 'vegetal_vert', 'aldehyde_frais', 'gras']"
108-11-2,"['chimique', 'frais', 'medicinal', 'solvant', 'phenole']"
108-21-4,"['fruit_exotique', 'fruit_a_pepins', 'frais', 'solvant']"
108-22-5,"['soufre', 'chimique', 'legume', 'vegetal', 'frais', 'vegetal_vert', 'chou', 'crucifere', 'solvant', 'fermentaire']"
108-29-2,"['vegetal_sec', 'fruit_sec', 'torrefie', 'balsamique', 'fruite', 'frais', 'vegetal_vert', 'lactone', 'aldehyde_frais', 'fruit_exotique', 'empyreumatique', 'vegetal', 'oleagineux', 'malte', 'aldehyde', 'gras']"
108-39-4,"['chimique', 'animal']"
108-40-7,['empyreumatique']
108-46-3,"['lactique', 'boise', 'doux', 'fruit_sec', 'oleagineux', 'fruite', 'balsamique', 'fleur_d_arbuste', 'floral', 'gras', 'fermentaire']"
108-47-4,"['frais', 'vegetal_vert', 'vegetal', 'fume', 'empyreumatique']"
108-48-5,"['cuit', 'chimique', 'amine', 'fruit_sec', 'empyreumatique', 'torrefie', 'oleagineux', 'fruite', 'malte', 'vegetal', 'gras', 'cereale', 'fermentaire']"
108-50-9,"['lactique', 'fruit_sec', 'lacte', 'fruite', 'frais', 'solvant', 'cereale', 'cuit', 'chimique', 'empyreumatique', 'oleagineux', 'malte', 'gras', 'fermentaire']"
108-64-5,"['fruit_exotique', 'fruit_a_pepins', 'agrume', 'vegetal', 'mineral', 'frais', 'metal', 'vegetal_vert']"
108-68-9,"['doux', 'boise', 'empyreumatique']"
108-82-7,"['chimique', 'solvant']"
108-83-8,"['fruit_a_pepins', 'boise', 'chimique', 'doux', 'boissons_alcoolisees', 'alcool_de_fut', 'vegetal', 'balsamique', 'mineral', 'frais', 'metal', 'vegetal_vert', 'solvant']"
108-84-9,['fruit_exotique']
108-89-4,"['frais', 'vegetal_vert', 'vegetal']"
108-93-0,"['chimique', 'vegetal', 'menthe', 'frais', 'vegetal_vert', 'medicinal']"
108-94-1,"['chimique', 'vegetal', 'frais', 'vegetal_vert', 'plante_aromatique', 'solvant']"
108-95-2,"['soufre', 'chimique']"
108-98-5,"['chimique', 'empyreumatique', 'legume', 'vegetal', 'cuit']"
108-99-6,"['fruit_sec', 'vegetal', 'oleagineux', 'fruite', 'frais', 'vegetal_vert', 'gras']"
109-05-7,"['lactique', 'chimique', 'amine', 'legume', 'vegetal', 'legume_vert']"
109-06-8,"['fruit_sec', 'oleagineux', 'fruite', 'gras']"
109-08-0,"['lactique', 'doux', 'fruit_sec', 'empyreumatique', 'lacte', 'oleagineux', 'fruite', 'malte', 'vegetal', 'frais', 'vegetal_vert', 'gras', 'fermentaire']"
109-15-9,"['lactique', 'vegetal', 'frais', 'vegetal_vert']"
109-19-3,"['fruit_exotique', 'fruit_a_pepins', 'fruit_a_noyau', 'vegetal', 'frais', 'vegetal_vert', 'lactone']"
109-20-6,"['fruit_exotique', 'fruit_a_pepins', 'vegetal', 'peponide', 'aldehyde', 'frais', 'vegetal_vert', 'aldehyde_frais', 'gras', 'baie', 'fruit_noir']"
109-21-7,"['boise', 'chimique', 'boissons_alcoolisees', 'alcool_de_fut', 'balsamique', 'vegetal', 'vegetal_vert', 'solvant', 'fruit_rouge', 'baie', 'fruit_noir']"
109-25-1,"['fruit_exotique', 'banane', 'vegetal', 'aldehyde', 'frais', 'vegetal_vert', 'aldehyde_frais', 'gras']"
109-29-5,"['musque', 'mineral', 'floral', 'boise']"
109-42-2,"['lactique', 'chimique', 'boissons_alcoolisees', 'vegetal', 'boisson_fermentee', 'aldehyde', 'vegetal_vert', 'fermentaire']"
109-43-3,['gras']
109-49-9,"['frais', 'chimique', 'solvant']"
109-52-4,"['vegetal_sec', 'animal', 'gras', 'vegetal', 'fermentaire']"
109-60-4,"['fruit_exotique', 'fruit_a_pepins', 'chimique', 'vegetal', 'frais', 'vegetal_vert', 'plante_aromatique', 'mielle', 'fruit_rouge']"
109-73-9,"['chimique', 'amine']"
109-79-5,"['alliace', 'empyreumatique', 'vegetal', 'legumes_cuits', 'cuit']"
109-80-8,"['empyreumatique', 'cuit']"
109-89-7,"['chimique', 'amine']"
109-94-4,"['alcool_de_fut', 'balsamique', 'fleur_d_arbuste', 'frais', 'floral', 'vegetal_vert', 'boise', 'solvant', 'phenole', 'cereale', 'chimique', 'boissons_alcoolisees', 'vegetal', 'malte', 'boisson_fermentee', 'medicinal']"
109-95-5,"['boise', 'chimique', 'boissons_alcoolisees', 'alcool_de_fut', 'balsamique', 'frais', 'solvant']"
109-97-7,"['chimique', 'fruit_sec', 'oleagineux', 'fruite', 'frais', 'solvant', 'gras']"
110-01-0,"['soufre', 'crucifere', 'legume', 'vegetal']"
110-02-1,"['soufre', 'legume', 'vegetal']"
110-19-0,"['fruit_a_pepins', 'chimique', 'frais', 'solvant']"
110-38-3,"['fruit_a_pepins', 'gras']"
110-39-4,"['lactique', 'vegetal', 'fleur_d_arbuste', 'floral', 'vegetal_vert', 'gras']"
110-40-7,"['fruit_a_pepins', 'doux', 'alcool_de_fut', 'balsamique', 'floral', 'vegetal_vert', 'plante_aromatique', 'epice', 'boise', 'chimique', 'boissons_alcoolisees', 'vegetal', 'peponide', 'boisson_fermentee', 'fermentaire']"
110-41-8,"['vegetal_sec', 'terreux', 'doux', 'fleur_du_jardin', 'balsamique', 'fruite', 'mineral', 'metal', 'vegetal_vert', 'lactone', 'floral', 'boise', 'soufre', 'vegetal', 'foret']"
110-42-9,"['fermentaire', 'chimique', 'boissons_alcoolisees', 'boisson_fermentee']"
110-43-0,"['lactique', 'vegetal_sec', 'fruit_sec', 'balsamique', 'frais', 'vegetal_vert', 'lactone', 'aldehyde_frais', 'fruit_exotique', 'vegetal', 'oleagineux', 'aldehyde', 'gras', 'coumarine', 'fermentaire']"
110-45-2,"['fruit_a_pepins', 'chimique', 'boissons_alcoolisees', 'fruit_a_noyau', 'vegetal', 'boisson_fermentee', 'frais', 'floral', 'vegetal_vert', 'solvant', 'baie', 'fruit_noir', 'fermentaire']"
110-58-7,"['chimique', 'amine']"
110-62-3,"['lactique', 'doux', 'fruit_sec', 'torrefie', 'lacte', 'floral', 'cereale', 'chimique', 'boissons_alcoolisees', 'empyreumatique', 'oleagineux', 'malte', 'boisson_fermentee', 'gras', 'cuit']"
110-66-7,"['empyreumatique', 'vegetal', 'cuit']"
110-74-7,"['boise', 'chimique', 'boissons_alcoolisees', 'alcool_de_fut', 'balsamique', 'vegetal', 'frais', 'vegetal_vert', 'solvant', 'anise']"
110-77-0,"['empyreumatique', 'cuit']"
110-81-6,"['soufre', 'alliace', 'legume', 'vegetal']"
110-85-0,"['chimique', 'amine']"
110-86-1,"['chimique', 'amine']"
110-93-0,"['fruit_exotique', 'fruit_a_pepins', 'lactique', 'citronne', 'vegetal', 'frais', 'vegetal_vert', 'plante_aromatique', 'legume_vert', 'fermentaire']"
111-11-5,"['vegetal', 'frais', 'vegetal_vert', 'aldehyde_frais']"
111-12-6,"['terreux', 'fleur_du_jardin', 'frais', 'vegetal_vert', 'aldehyde_frais', 'boise', 'cucurbitacee', 'moisi', 'vegetal', 'peponide', 'aldehyde', 'fermentaire']"
111-13-7,"['vegetal', 'aldehyde', 'frais', 'vegetal_vert', 'aldehyde_frais', 'gras', 'fermentaire']"
111-14-8,"['fruit_exotique', 'lactique', 'animal']"
111-26-2,"['chimique', 'amine', 'fermentaire']"
111-27-3,"['chimique', 'phenole', 'vegetal', 'frais', 'vegetal_vert', 'medicinal', 'solvant', 'gras']"
111-28-4,"['amande_amere', 'fruit_sec', 'alcool_de_fut', 'balsamique', 'frais', 'vegetal_vert', 'aldehyde_frais', 'boise', 'chimique', 'boissons_alcoolisees', 'oleagineux', 'vegetal', 'aldehyde', 'gras', 'fermentaire']"
111-31-9,"['chimique', 'fruit_sec', 'empyreumatique', 'vegetal', 'oleagineux', 'fruite', 'cuit']"
111-47-7,"['soufre', 'legume', 'vegetal']"
111-55-7,"['chimique', 'vegetal', 'fruite', 'frais', 'vegetal_vert', 'medicinal', 'solvant', 'phenole']"
111-62-6,"['graisse_animale', 'animal']"
111-70-6,"['fruit_a_pepins', 'fruit_sec', 'fleur_du_jardin', 'fleur_d_arbuste', 'frais', 'floral', 'vegetal_vert', 'aldehyde_frais', 'fruit_exotique', 'chimique', 'oleagineux', 'vegetal']"
111-71-7,"['doux', 'alcool_de_fut', 'balsamique', 'vegetal_vert', 'plante_aromatique', 'epice', 'aldehyde_frais', 'boise', 'chimique', 'boissons_alcoolisees', 'vegetal']"
111-79-5,"['fruit_a_pepins', 'lactique', 'fleur_du_jardin', 'vegetal', 'peponide', 'frais', 'floral', 'vegetal_vert', 'gras']"
111-80-8,"['cucurbitacee', 'fleur_du_jardin', 'legume', 'vegetal', 'peponide', 'aldehyde', 'frais', 'vegetal_vert', 'aldehyde_frais', 'gras']"
111-81-9,"['fruit_exotique', 'boise', 'moisi', 'fruite', 'fleur_d_arbuste', 'fermentaire']"
111-82-0,"['lactique', 'vegetal_sec', 'terreux', 'doux', 'fruit_sec', 'balsamique', 'fruite', 'frais', 'vegetal_vert', 'lactone', 'boise', 'fruit_exotique', 'moisi', 'vegetal', 'oleagineux', 'aldehyde', 'coumarine', 'fermentaire']"
111-87-5,"['vegetal_sec', 'terreux', 'fruit_sec', 'balsamique', 'fleur_d_arbuste', 'frais', 'vegetal_vert', 'lactone', 'boise', 'fruit_exotique', 'moisi', 'vegetal', 'oleagineux', 'coumarine', 'fermentaire']"
