smiles,new_descriptors_added
CCCCC(=O)CC,"['vegetal', 'dairy', 'fermented', 'green vegetal', 'tropical fruit', 'fresh']"
CCCOC(=O)CC,"['balsamic', 'floral', 'chemical', 'barrel aged alcohol', 'solvent', 'alcoholic beverages', 'fermented drink', 'fermented', 'woody', 'tropical fruit', 'fresh']"
COC(=O)CCC(=O)OC,"['balsamic', 'chemical', 'barrel aged alcohol', 'vegetal', 'solvent', 'alcoholic beverages', 'fermented drink', 'fermented', 'green vegetal', 'woody', 'fresh']"
CCCCCC(=O)OC,"['red berry', 'chemical', 'lactone', 'fresh', 'stone fruit', 'solvent', 'fruit with pip', 'tropical fruit']"
CCCCCCC(=O)OC,"['garden flower', 'vegetal', 'green vegetal', 'fruit with pip', 'fresh']"
C=CC=O,"['vegetable', 'red berry', 'vegetal', 'cherry', 'sulphur', 'sweet']"
CCCS,"['vegetable', 'cooked', 'vegetal', 'sulphur', 'empyreumatic', 'cruciferous']"
C=CCO,"['vegetable', 'sulphur', 'vegetal']"
O=CC=O,"['cooked', 'cooked sugar', 'sweet', 'empyreumatic']"
COC=O,"['balsamic', 'floral', 'chemical', 'barrel aged alcohol', 'stone fruit', 'solvent', 'alcoholic beverages', 'fermented drink', 'sweet', 'fermented', 'woody']"
CC(CC=O)CCCC(C)(C)O,"['garden flower', 'vegetal', 'peponide', 'fruity', 'green vegetal', 'fresh']"
CCCC(C)=O,"['balsamic', 'floral', 'chemical', 'barrel aged alcohol', 'solvent', 'alcoholic beverages', 'fermented drink', 'tropical fruit', 'fresh']"
CC(=O)CC(C)C,"['vegetal', 'chemical', 'fresh', 'green vegetal']"
CC(C)CC(C)O,"['floral', 'chemical', 'vegetal', 'fresh', 'alcoholic beverages', 'fermented drink', 'phenolic', 'green vegetal', 'medicinal', 'fatty']"
CC(=O)OC(C)C,"['chemical', 'fresh', 'tropical fruit', 'solvent']"
C=C(C)OC(C)=O,"['balsamic', 'barrel aged alcohol', 'chemical', 'solvent', 'alcoholic beverages', 'woody', 'fruit with pip', 'fresh']"
CC1CCC(=O)O1,"['malt', 'balsamic', 'vegetal', 'lactone', 'empyreumatic', 'oleaginous', 'dry vegetal', 'fruity', 'dried fruit', 'fatty', 'tropical fruit', 'fresh', 'roasted']"
Cc1ccnc(C)c1,"['vegetal', 'empyreumatic', 'green vegetal', 'smoked', 'amine', 'fresh']"
Cc1cccc(C)n1,"['malt', 'amine', 'roasted', 'vegetal', 'fresh', 'oleaginous', 'empyreumatic', 'fermented', 'fruity', 'green vegetal', 'dried fruit', 'fatty']"
Cc1cncc(C)n1,"['malt', 'vegetable', 'cooked', 'chemical', 'vegetal', 'fatty', 'solvent', 'sweet', 'empyreumatic', 'oleaginous', 'fruity', 'dried fruit', 'fresh']"
COC(=O)CC(=O)OC,"['chemical', 'vegetal', 'solvent', 'green vegetal', 'fruit with pip', 'fresh']"
CCOC(=O)CC(C)C,"['floral', 'chemical', 'vegetal', 'fresh', 'fatty', 'alcoholic beverages', 'fermented drink', 'green vegetal', 'dairy', 'fermented', 'citrus', 'fruit with pip', 'tropical fruit']"
CC(C)CC(O)CC(C)C,"['floral', 'chemical', 'vegetal', 'solvent', 'alcoholic beverages', 'fermented drink', 'green vegetal']"
CC(C)CC(=O)CC(C)C,"['mineral', 'chemical', 'vegetal', 'metal', 'solvent', 'green vegetal', 'tropical fruit', 'fresh']"
CC(=O)OC(C)CC(C)C,"['fruit with pip', 'tropical fruit']"
OC1CCCCC1,"['chemical', 'vegetal', 'mint', 'green vegetal', 'medicinal', 'fresh']"
O=C1CCCCC1,"['chemical', 'vegetal', 'mint', 'phenolic', 'green vegetal', 'medicinal', 'fresh']"
Sc1ccccc1,"['vegetable', 'cooked', 'vegetal', 'sulphur', 'empyreumatic']"
CC1CCCCN1,"['amine', 'pyrazic', 'oleaginous', 'empyreumatic', 'dairy', 'fermented', 'fruity', 'dried fruit', 'fatty']"
Cc1ccccn1,"['pyrazic', 'barrel aged alcohol', 'balsamic', 'chemical', 'animal', 'alcoholic beverages', 'empyreumatic', 'sweet', 'nutty', 'oleaginous', 'fruity', 'woody', 'dried fruit', 'amine', 'fatty']"
Cc1cnccn1,"['malt', 'amine', 'vegetable', 'vegetal', 'fresh', 'sweet', 'empyreumatic', 'oleaginous', 'fermented', 'fruity', 'green vegetal', 'dried fruit', 'fatty']"
CCCCOC(=O)CC(C)C,"['chemical', 'lactone', 'vegetal', 'stone fruit', 'solvent', 'green vegetal', 'fruit with pip', 'tropical fruit', 'fresh']"
CCCCOC(=O)CCC,"['red berry', 'vegetal', 'cherry', 'green vegetal', 'fruit with pip', 'tropical fruit']"
O=C1CCCCCCCCCCCCCCCO1,"['floral', 'woody']"
CCCCOC(=O)CCCCCCCCC(=O)OCCCC,['fatty']
C=CCCC(C)=O,"['empyreumatic', 'chemical', 'sulphur', 'fresh', 'solvent']"
CCCCC(=O)O,"['dairy', 'dry vegetal', 'fermented', 'vegetal', 'animal']"
CCCOC(C)=O,"['red berry', 'vegetal', 'chemical', 'aromatic plant', 'phenolic', 'green vegetal', 'medicinal', 'fruit with pip', 'fresh']"
CCCCN,"['dairy', 'fermented', 'amine']"
CCCCS,"['vegetable', 'cooked', 'vegetal', 'sulphur', 'empyreumatic', 'dairy', 'fermented', 'alliaceous']"
SCCCS,"['vegetable', 'cooked', 'vegetal', 'sulphur', 'empyreumatic', 'alliaceous']"
CCNCC,"['dairy', 'fermented', 'amine']"
CCOC=O,"['balsamic', 'floral', 'chemical', 'bush flower', 'barrel aged alcohol', 'vegetal', 'sweet', 'green vegetal', 'medicinal', 'fresh', 'solvent', 'alcoholic beverages', 'fermented drink', 'phenolic', 'woody']"
CCON=O,"['balsamic', 'barrel aged alcohol', 'chemical', 'solvent', 'alcoholic beverages', 'woody', 'fresh']"
c1cc[nH]c1,"['chemical', 'fatty', 'solvent', 'oleaginous', 'empyreumatic', 'fruity', 'dried fruit', 'fresh']"
c1ccoc1,"['chemical', 'solvent', 'empyreumatic', 'phenolic', 'smoked', 'fresh']"
c1ccsc1,"['vegetable', 'vegetal', 'chemical', 'sulphur', 'fresh']"
CC(=O)OCC(C)C,"['chemical', 'solvent', 'fruit with pip', 'fresh']"
CCCCCCCCCC(=O)OCC,"['balsamic', 'floral', 'chemical', 'barrel aged alcohol', 'oleaginous', 'fruit with pip', 'dried fruit', 'alcoholic beverages', 'fermented drink', 'fermented', 'woody']"
CCOC(=O)CCCCCCCCC(=O)OCC,"['floral', 'chemical', 'peponide', 'alcoholic beverages', 'fermented drink', 'fermented']"
CCCCCCCCCC(=O)OC,"['balsamic', 'chemical', 'barrel aged alcohol', 'alcoholic beverages', 'fermented drink', 'sweet', 'woody']"
CCCCCC(C)=O,"['balsamic', 'vegetal', 'chemical', 'lactone', 'oleaginous', 'dairy', 'dry vegetal', 'green vegetal', 'medicinal', 'dried fruit', 'fresh', 'tropical fruit', 'fatty', 'coumarin', 'fermented', 'phenolic']"
CC(C)CCOC=O,"['floral', 'chemical', 'vegetal', 'stone fruit', 'solvent', 'alcoholic beverages', 'fermented drink', 'green vegetal', 'berry', 'fermented', 'black fruit', 'fruit with pip', 'fresh']"
CCCCCN,"['dairy', 'amine']"
CCCCC=O,"['malt', 'roasted', 'cocoa', 'sweet', 'empyreumatic', 'oleaginous', 'dried fruit', 'fatty']"
CCCCCS,"['cooked', 'vegetal', 'sulphur', 'empyreumatic', 'fruity', 'cruciferous', 'green vegetal', 'fresh']"
CCCOC=O,"['balsamic', 'barrel aged alcohol', 'chemical', 'vegetal', 'solvent', 'alcoholic beverages', 'green vegetal', 'woody', 'fresh']"
CCSSCC,"['vegetal', 'sulphur']"
C1CCNCC1,['amine']
CCCCCCCC(=O)OC,"['floral', 'chemical', 'vegetal', 'fresh', 'fatty', 'alcoholic beverages', 'fermented drink', 'fermented', 'green vegetal', 'citrus']"
CCCCCC#CC(=O)OC,"['garden flower', 'chemical', 'vegetal', 'aldehydic', 'green vegetal', 'fresh', 'fresh aldehydic', 'peponide', 'alcoholic beverages', 'fermented drink', 'fermented', 'cucurbitacea']"
CCCCCCC(C)=O,"['vegetal', 'fermented', 'green vegetal', 'fruit with pip', 'fresh']"
CCCCCCC(=O)O,"['dairy', 'animal', 'tropical fruit']"
CCCCCCN,"['dairy', 'fermented', 'amine']"
CCCCCCO,"['floral', 'chemical', 'vegetal', 'solvent', 'alcoholic beverages', 'fermented drink', 'fermented', 'phenolic', 'green vegetal', 'medicinal', 'fresh']"
CCCCCCS,"['vegetable', 'cooked', 'vegetal', 'sulphur', 'oleaginous', 'empyreumatic', 'fruity', 'dried fruit']"
C=CCOCCO,"['earthy', 'chemical', 'musty', 'fermented', 'woody', 'fresh']"
CCCSCCC,"['vegetable', 'vegetal', 'sulphur', 'green vegetal', 'fresh']"
CC(=O)OCCOC(C)=O,"['chemical', 'vegetal', 'fresh', 'solvent', 'alcoholic beverages', 'fermented drink', 'fermented', 'phenolic', 'green vegetal', 'medicinal', 'fatty']"
CCCCCCCO,"['garden flower', 'floral', 'vegetal', 'fermented', 'green vegetal', 'fruit with pip', 'tropical fruit']"
CCCCCCC=O,"['balsamic', 'barrel aged alcohol', 'vegetal', 'chemical', 'oleaginous', 'alcoholic beverages', 'fruity', 'citrus', 'green vegetal', 'woody', 'dried fruit']"
CCCCCCC#CC(=O)OC,"['garden flower', 'vegetable', 'fresh aldehydic', 'vegetal', 'aldehydic', 'fresh', 'peponide', 'fruity', 'green vegetal', 'cucurbitacea', 'fatty']"
C=CCCCCCCCCC(=O)OC,"['chemical', 'bush flower', 'alcoholic beverages', 'fermented drink', 'fermented', 'citrus']"
CCCCCCCCS,"['vegetal', 'cooked', 'empyreumatic']"
CCCCCCCCC(=O)O,"['fermented', 'fruity', 'dried fruit', 'oleaginous']"
CCCCCCCOC(C)=O,"['balsamic', 'chemical', 'barrel aged alcohol', 'vegetal', 'lactone', 'sweet', 'green vegetal', 'fruit with pip', 'stone fruit', 'alcoholic beverages', 'fermented drink', 'fermented', 'citrus']"
CCCCCCCCCC(C)=O,"['garden flower', 'bush flower', 'dairy', 'tropical fruit', 'citrus']"
CCCCCCCCOC(C)=O,"['bush flower', 'lactone', 'fresh', 'stone fruit', 'musty', 'vegetal', 'fermented', 'green vegetal', 'woody', 'citrus']"
CCCCCCCCCCOC(C)=O,"['bush flower', 'floral', 'aldehydic', 'vegetal', 'dairy', 'green vegetal', 'citrus', 'tropical fruit']"
CCCCCCCOC=O,"['fresh aldehydic', 'vegetal', 'aldehydic', 'fresh', 'stone fruit', 'green vegetal', 'cucurbitacea', 'fruit with pip']"
CCCCCCCCCCO,"['fruity', 'citrus']"
CCCCCCCCCC=O,"['vegetal', 'green vegetal', 'citrus', 'fatty']"
CCCCCCCCOC=O,"['garden flower', 'vegetable', 'fresh aldehydic', 'floral', 'bush flower', 'vegetal', 'aldehydic', 'fresh', 'fatty', 'green vegetal', 'cucurbitacea', 'citrus']"
CCCCCCCCCCC(=O)O,"['balsamic', 'vegetal', 'lactone', 'fresh', 'oleaginous', 'sweet', 'dairy', 'dry vegetal', 'fermented', 'fruity', 'woody', 'dried fruit', 'tropical fruit', 'coumarin']"
CCCCCCCCCCCCCCCC(=O)OC,"['garden flower', 'floral']"
C=CCCCCCCCCCO,"['chemical', 'bush flower', 'vegetal', 'green vegetal', 'fruity', 'citrus']"
CCCCCCCCCCC=O,"['vegetal', 'fresh', 'fruity', 'green vegetal', 'citrus', 'tropical fruit']"
C=CCCCCCCCCC=O,"['bush flower', 'vegetal', 'floral', 'fruity', 'green vegetal', 'citrus']"
CCCCCCCCCCCCO,"['balsamic', 'vegetal', 'lactone', 'aldehydic', 'oleaginous', 'sweet', 'dry vegetal', 'fruity', 'green vegetal', 'dried fruit', 'fresh', 'tropical fruit', 'coumarin', 'honeyed', 'woody', 'citrus']"
CCCCCCCCCCCC=O,"['vegetal', 'fresh', 'fatty', 'fruity', 'green vegetal', 'citrus']"
CCCCCCCCCCCCS,['empyreumatic']
CCCCCCCCCCCCCCCCCC(=O)OC,['fatty']
CCCCCCCCCCCCOC(C)=O,"['floral', 'bush flower', 'citrus']"
CCCCCCCCCCCCCO,['fermented']
CCCCCCCCCCCCCCO,"['garden flower', 'balsamic', 'floral', 'vegetal', 'lactone', 'fresh', 'oleaginous', 'sweet', 'dry vegetal', 'woody', 'dried fruit', 'tropical fruit', 'coumarin']"
C=CC(C)(C)O,"['chemical', 'fatty', 'solvent', 'fresh']"
C=CC(C)(CCC=C(C)C)OC(C)=O,"['bush flower', 'vegetal', 'fresh', 'lemony', 'green vegetal', 'fruit with pip', 'citrus']"
CC1CC(O)CC(C)(C)C1,"['chemical', 'vegetal', 'mint', 'fermented', 'phenolic', 'green vegetal', 'medicinal', 'fresh']"
CC(=O)CO,"['floral', 'chemical', 'cooked', 'vegetal', 'solvent', 'alcoholic beverages', 'fermented drink', 'empyreumatic', 'fermented', 'green vegetal', 'cooked sugar', 'fresh']"
CCC(C)C(=O)O,"['dairy', 'animal']"
CC(=O)OC1C=C(C)C2CC(=C(C)C)CC2C(C)C1,"['vegetal', 'wood', 'floral', 'green vegetal']"
O=C(Oc1ccccc1)c1ccccc1O,['honeyed']
O=C(OCc1ccccc1)c1ccccc1O,"['woody', 'fatty']"
CCOC(=O)c1ccccc1O,"['woody', 'fresh']"
Cc1occc(=O)c1O,"['red berry', 'cooked', 'empyreumatic', 'cooked sugar']"
CC(=O)c1ccccc1O,"['balsamic', 'floral', 'vegetal', 'chemical', 'lactone', 'dry vegetal', 'fruity', 'medicinal', 'fresh', 'red berry', 'peponide', 'cherry', 'spicy', 'honeyed', 'woody']"
O=C(c1ccccc1)C(O)c1ccccc1,"['chemical', 'vegetal', 'mint', 'phenolic', 'green vegetal', 'woody', 'fresh']"
c1ccc2cnccc2c1,"['woody', 'fresh']"
COc1ccc(C=O)cc1OC,"['dairy', 'balsamic', 'floral']"
O=Cc1ccc2c(c1)OCO2,"['red berry', 'balsamic', 'chemical', 'woody', 'cherry', 'dairy', 'phenolic', 'fruity', 'medicinal']"
O=C1CCCC1,"['fermented', 'fruity', 'dried fruit', 'fatty', 'oleaginous']"
CCOc1cc(C=O)ccc1O,"['balsamic', 'cooked', 'empyreumatic', 'dairy', 'woody', 'cooked sugar']"
COc1cc(C(=O)O)ccc1O,"['floral', 'woody']"
CCN(CC)CC,"['dairy', 'fermented', 'amine']"
COC(=O)c1ccc(OC)cc1,"['balsamic', 'woody', 'fresh']"
CC(=O)c1ccc(C)cc1,"['red berry', 'balsamic', 'vegetal', 'lactone', 'cherry', 'dry vegetal', 'woody', 'fresh']"
COC(=O)c1ccccc1N,"['sweet', 'tree flower', 'fermented', 'honeyed', 'fruit with pip']"
COc1cc(C=O)cc(OC)c1O,"['malt', 'roasted', 'cocoa', 'vegetal', 'empyreumatic', 'phenolic', 'green vegetal', 'smoked', 'fresh']"
COc1ccccc1C=O,"['balsamic', 'floral', 'chemical', 'woody', 'phenolic', 'medicinal', 'fresh']"
CCCCOC(=O)c1ccccc1,['sweet']
Cc1ccccc1S,"['vegetable', 'cooked', 'vegetal', 'sulphur', 'empyreumatic', 'fermented', 'smoked', 'alliaceous']"
CCC(C)CO,"['malt', 'roasted', 'floral', 'chemical', 'animal', 'empyreumatic', 'fermented drink', 'alcoholic beverages', 'phenolic', 'medicinal']"
CCCCOC(=O)C(C)O,"['balsamic', 'floral', 'vegetal', 'chemical', 'aldehydic', 'musty', 'empyreumatic', 'green vegetal', 'fruit with pip', 'cooked sugar', 'fatty', 'fresh', 'cooked', 'peponide', 'alcoholic beverages', 'fermented drink', 'woody']"
C=C(C)C1CCC(C)(O)CC1,"['garden flower', 'floral']"
CC(C)=CCCC(C)CCOC(=O)Cc1ccccc1,"['honeyed', 'bush flower']"
O=Cc1ccc(O)c(O)c1,"['chemical', 'phenolic', 'sweet', 'empyreumatic']"
CC(=O)OCc1ccccc1,['bush flower']
CCCCCCCCCCCC(=O)OCc1ccccc1,"['vegetal', 'aldehydic', 'green vegetal']"
CC(C)CC(=O)OCCc1ccccc1,"['bush flower', 'lactone', 'stone fruit', 'woody', 'fruit with pip', 'tropical fruit']"
C=CCc1ccc(OC)cc1,"['vegetal', 'aromatic plant', 'fresh', 'green vegetal']"
C=C(C)CCCC(C)CCOC(C)=O,"['garden flower', 'vegetal', 'bush flower', 'green vegetal', 'citrus']"
CCC(=O)OCCC(C)CCC=C(C)C,"['bush flower', 'vegetal', 'green vegetal', 'citrus', 'fresh']"
CCCC(=O)OCCC(C)CCC=C(C)C,"['garden flower', 'bush flower', 'vegetal', 'fresh', 'stone fruit', 'green vegetal', 'fruit with pip', 'citrus']"
CCOC(C)=O,"['balsamic', 'floral', 'chemical', 'barrel aged alcohol', 'vegetal', 'solvent', 'fermented drink', 'alcoholic beverages', 'fermented', 'green vegetal', 'woody', 'fruit with pip', 'fresh']"
CC(=O)C=C(C)C,"['malt', 'roasted', 'cocoa', 'vegetal', 'sweet', 'empyreumatic', 'oleaginous', 'fermented', 'fruity', 'honeyed', 'dried fruit', 'fatty']"
COC(CC(C)CCCC(C)(C)O)OC,"['garden flower', 'bush flower', 'vegetal', 'peponide', 'fruity', 'green vegetal']"
CCOC(=O)CC(C)=O,"['balsamic', 'barrel aged alcohol', 'chemical', 'vegetal', 'solvent', 'alcoholic beverages', 'sweet', 'green vegetal', 'woody', 'fruit with pip']"
C=CCOC(=O)CCCCCC,"['balsamic', 'barrel aged alcohol', 'chemical', 'alcoholic beverages', 'woody', 'fruit with pip', 'tropical fruit']"
CCCCCC(=O)O,"['dairy', 'fermented', 'animal']"
CCCCCCOC(C)=O,"['vegetal', 'fruit with pip', 'tropical fruit', 'green vegetal']"
CCCCOCCCC,"['chemical', 'fresh', 'solvent']"
CCCCCCCCCO,"['fruity', 'bush flower', 'citrus']"
CCCCCCCCCOC(C)=O,"['earthy', 'vegetal', 'musty', 'fermented', 'green vegetal', 'woody', 'fresh']"
COc1cccc(O)c1,['chemical']
c1ccc(CSSCc2ccccc2)cc1,"['cooked', 'vegetal', 'sweet', 'empyreumatic', 'phenolic', 'green vegetal', 'cooked sugar', 'smoked', 'fresh']"
COc1ccc(O)cc1,['fresh']
COc1ccc(OC)cc1,"['vegetal', 'fatty', 'oleaginous', 'dry vegetal', 'fruity', 'green vegetal', 'dried fruit', 'fresh']"
CC(=O)OCCC(C)CCC=C(C)C,"['bush flower', 'vegetal', 'fatty', 'green vegetal', 'citrus']"
CC(=O)OC(C)(C)Cc1ccccc1,"['bush flower', 'vegetal', 'green vegetal', 'fruit with pip']"
COc1cccc(OC)c1,"['chemical', 'phenolic', 'dried fruit', 'fatty', 'oleaginous']"
CCC(C)CCC(C)(O)CC,['bush flower']
c1cscn1,"['cooked', 'oleaginous', 'empyreumatic', 'fruity', 'dried fruit', 'amine', 'fatty']"
c1cnccn1,"['oleaginous', 'empyreumatic', 'fermented', 'fruity', 'dried fruit', 'fatty']"
CC(=O)OCc1ccc2c(c1)OCO2,"['mineral', 'red berry', 'aldehydic', 'vegetal', 'metal', 'cherry', 'fruity', 'green vegetal', 'fatty']"
CC(=O)c1cccnc1,"['pyrazic', 'floral', 'vegetal', 'oleaginous', 'empyreumatic', 'dry vegetal', 'fruity', 'dried fruit', 'fatty']"
CCSCC,"['vegetable', 'cooked', 'chemical', 'vegetal', 'sulphur', 'solvent', 'empyreumatic', 'fresh', 'alliaceous']"
CC(=O)CCC=C(C)C,"['fresh aldehydic', 'vegetal', 'aldehydic', 'fresh', 'fatty', 'dairy', 'fermented', 'green vegetal', 'fruit with pip', 'citrus', 'tropical fruit']"
CC1=C(C=O)C(C)(C)CCC1,"['fresh aldehydic', 'bush flower', 'vegetal', 'aldehydic', 'fresh', 'dry vegetal', 'green vegetal', 'fatty']"
CC(C)C12CCC(C)(CC1)O2,"['vegetal', 'chemical', 'mint', 'phenolic', 'wood', 'green vegetal', 'woody', 'resinous', 'medicinal']"
CC1=CC2C(=C(C)CCC2C(C)C)CC1,['empyreumatic']
CC1=CC(O)C(C(C)C)CC1,['fermented']
Cc1ccnc2ccccc12,"['vegetal', 'fermented', 'fatty', 'fresh', 'green vegetal', 'empyreumatic']"
CCCC(=O)c1ccccc1,"['balsamic', 'chemical', 'vegetal', 'mint', 'dairy', 'oleaginous', 'green vegetal', 'medicinal', 'dried fruit', 'fatty', 'fresh', 'red berry', 'cherry', 'phenolic', 'woody']"
OCc1ccc2c(c1)OCO2,"['balsamic', 'floral', 'woody']"
O=C1C=CCO1,"['floral', 'chemical', 'alcoholic beverages', 'empyreumatic', 'fermented drink', 'dairy', 'fermented', 'fatty']"
CC1CCC(C(C)(C)O)CC1,"['garden flower', 'vegetal', 'phenolic', 'wood', 'fruity', 'citrus', 'woody', 'resinous', 'fresh']"
CC1CCC(C(C)C)CC1=O,"['vegetal', 'green vegetal', 'fresh']"
Cc1ccc(C(C)C)cc1O,"['chemical', 'vegetal', 'mint', 'empyreumatic', 'green vegetal', 'smoked', 'fresh']"
OCCc1ccc(O)cc1,['bush flower']
CC(C)=CCCC(C)CC(=O)O,"['fresh aldehydic', 'vegetal', 'aldehydic', 'fresh', 'empyreumatic', 'dry vegetal', 'phenolic', 'fruity', 'green vegetal', 'smoked', 'citrus']"
CC(=O)CCCC(C)CCCC(C)CCCC(C)C,"['vegetal', 'aromatic plant', 'bush flower', 'fatty', 'green vegetal']"
CC(C)CC(=O)O,"['fermented', 'animal']"
CSCCCO,"['earthy', 'vegetal', 'sulphur', 'musty', 'empyreumatic', 'fermented', 'woody', 'alliaceous']"
C1CSCCS1,"['earthy', 'vegetable', 'vegetal', 'chemical', 'sulphur', 'musty', 'woody', 'fresh', 'alliaceous']"
C=CC(C)(O)CCCC(C)CCCC(C)CCCC(C)C,"['dry vegetal', 'vegetal', 'fresh', 'green vegetal']"
CCCC=CC=O,"['fresh aldehydic', 'vegetal', 'stone fruit', 'dairy', 'fermented', 'green vegetal', 'fruit with pip', 'tropical fruit']"
CC(=O)S,['empyreumatic']
CC(C)CS,"['vegetal', 'sulphur', 'empyreumatic', 'alliaceous']"
CCC(C)S,"['vegetable', 'cooked', 'vegetal', 'sulphur', 'empyreumatic', 'alliaceous']"
CC1(C)C2CC=C(CO)C1C2,"['vegetal', 'chemical', 'mint', 'phenolic', 'wood', 'green vegetal', 'resinous', 'fresh']"
Cc1cccc(O)c1C,['fermented']
Cc1cc(C)c(O)c(C)c1,"['roasted', 'vegetal', 'chemical', 'animal', 'empyreumatic', 'dry vegetal', 'smoked']"
Cc1ccccc1C=O,"['red berry', 'fruity', 'cherry']"
CC(=O)Oc1ccccc1C,"['chemical', 'phenolic']"
COC(C)OC,"['vegetal', 'chemical', 'solvent', 'dry vegetal', 'phenolic', 'green vegetal', 'medicinal', 'fresh']"
Cc1ccco1,"['malt', 'mineral', 'chemical', 'metal', 'sulphur', 'empyreumatic', 'oleaginous', 'fruity', 'dried fruit', 'fatty', 'fresh', 'roasted', 'cocoa', 'fermented']"
Cc1ccc(C(C)O)cc1,"['red berry', 'vegetal', 'cherry', 'oleaginous', 'dry vegetal', 'fruity', 'dried fruit', 'fatty']"
C=C(C)C1CC=C(CO)CC1,"['garden flower', 'vegetal', 'green vegetal', 'fruity', 'citrus', 'fresh']"
CCc1cccnc1,"['vegetal', 'animal', 'oleaginous', 'empyreumatic', 'dry vegetal', 'phenolic', 'fruity', 'smoked', 'dried fruit', 'fatty']"
COCc1ccccc1,"['garden flower', 'mineral', 'bush flower', 'chemical', 'metal', 'vegetal', 'solvent', 'green vegetal', 'fresh']"
CCCCC(=O)OCC,"['vegetal', 'fresh', 'green vegetal', 'fruit with pip']"
CCOC(=O)CCC(C)=O,"['cooked', 'vegetal', 'fresh', 'peponide', 'empyreumatic', 'green vegetal', 'fruit with pip', 'cooked sugar']"
CCCC(=O)OCC(C)C,"['red berry', 'balsamic', 'barrel aged alcohol', 'chemical', 'cherry', 'alcoholic beverages', 'woody', 'fruit with pip', 'tropical fruit']"
CCCCCOC(=O)CCCCC,"['balsamic', 'barrel aged alcohol', 'chemical', 'vegetal', 'fresh', 'alcoholic beverages', 'green vegetal', 'woody', 'fruit with pip', 'tropical fruit']"
CCC(=O)OCC(C)C,"['balsamic', 'barrel aged alcohol', 'chemical', 'vegetal', 'solvent', 'alcoholic beverages', 'green vegetal', 'woody', 'fresh']"
SCCS,"['vegetable', 'cooked', 'vegetal', 'sulphur', 'empyreumatic', 'alliaceous']"
CC(C)CCS,"['cooked', 'vegetal', 'sulphur', 'empyreumatic', 'alliaceous']"
CC(C)=CC(=O)O,"['cooked', 'vegetal', 'sweet', 'empyreumatic', 'fermented', 'green vegetal', 'cooked sugar', 'fresh']"
Cc1csc(C)n1,"['malt', 'cooked', 'vegetal', 'empyreumatic', 'dry vegetal']"
CC1CCCCCCCCCCCCC(=O)C1,"['vegetal', 'aldehydic', 'green vegetal']"
CC(C)COC=O,"['balsamic', 'barrel aged alcohol', 'chemical', 'solvent', 'alcoholic beverages', 'woody', 'fresh']"
CCN=C=S,"['earthy', 'vegetable', 'vegetal', 'root', 'sulphur', 'cruciferous', 'alliaceous']"
C=CC(=C)CCCC(C)(C)O,"['bush flower', 'fruity', 'citrus']"
CCCCCC(C)O,"['earthy', 'fresh aldehydic', 'vegetal', 'aldehydic', 'musty', 'dairy', 'fermented', 'green vegetal', 'woody', 'citrus']"
CCCCSCCCC,"['earthy', 'garden flower', 'bush flower', 'vegetal', 'aldehydic', 'sulphur', 'cruciferous', 'green vegetal', 'fresh', 'fatty', 'fresh aldehydic', 'root']"
CCCCCCCCCCCCCC(=O)O,"['balsamic', 'vegetal', 'lactone', 'aldehydic', 'oleaginous', 'sweet', 'dry vegetal', 'fruity', 'green vegetal', 'dried fruit', 'fresh', 'tropical fruit', 'coumarin', 'woody', 'citrus']"
CC1C(=O)CC2CC1C2(C)C,"['vegetal', 'chemical', 'mint', 'phenolic', 'wood', 'green vegetal', 'woody', 'resinous', 'medicinal']"
COC(=O)C(C)C,"['balsamic', 'barrel aged alcohol', 'chemical', 'lactone', 'stone fruit', 'solvent', 'alcoholic beverages', 'woody', 'fruit with pip', 'tropical fruit', 'fresh']"
CC(=O)c1ccccc1N,"['fruit with pip', 'fruity']"
CCC(=O)OC,"['red berry', 'balsamic', 'barrel aged alcohol', 'chemical', 'solvent', 'alcoholic beverages', 'sweet', 'woody', 'fruit with pip']"
Cc1cccs1,"['vegetable', 'vegetal', 'sulphur', 'empyreumatic', 'green vegetal', 'fresh']"
COC(=O)CC(C)C,"['chemical', 'solvent', 'fruit with pip', 'tropical fruit', 'fresh']"
CN=C=S,"['earthy', 'vegetable', 'vegetal', 'root', 'sulphur', 'cruciferous']"
CC(C)=CCO,"['bush flower', 'chemical', 'floral', 'vegetal', 'solvent', 'phenolic', 'green vegetal', 'medicinal', 'fresh']"
CCCOC(=O)CC(C)C,['fruit with pip']
CC1=CCC(O)(C(C)C)CC1,"['vegetal', 'fermented', 'fruity', 'citrus', 'fresh', 'green vegetal']"
CC(=O)C(C)C,"['chemical', 'vegetal', 'solvent', 'mint', 'phenolic', 'green vegetal', 'medicinal', 'fresh']"
CCC(=O)C(C)C,"['chemical', 'fresh', 'solvent']"
Cc1cccc(C)c1O,"['chemical', 'roasted', 'smoked', 'empyreumatic']"
CC(=O)c1ccccc1C,"['balsamic', 'vegetal', 'lactone', 'fatty', 'empyreumatic', 'oleaginous', 'dry vegetal', 'fruity', 'honeyed', 'woody', 'dried fruit', 'fresh']"
CC(=O)C(=O)c1ccccc1,"['honeyed', 'fatty']"
C=CCOC(=O)c1ccccc1,"['red berry', 'cherry']"
CCCCOC(=O)c1ccco1,"['cooked', 'cooked sugar', 'sweet', 'empyreumatic']"
CC1CCCCC1=O,['sweet']
