smiles,new_descriptors_added
C=C(C)CCCC(C)CCOC(=O)CC,"['bush flower', 'garden flower']"
CCCOC(=O)CCCCC(=O)OCCC,"['chemical', 'phenolic', 'fresh', 'medicinal']"
CC(C)CCCC(C)CCO,"['animal', 'fermented', 'fruity', 'vegetal', 'phenolic', 'green vegetal', 'fatty', 'fresh', 'bush flower']"
CC(C)=CCCC(C)CCO,"['lemony', 'vegetal', 'green vegetal', 'garden flower', 'bush flower']"
CCCC(=O)OCCC(C)C,"['vegetal', 'fruit with pip', 'green vegetal', 'fresh', 'tropical fruit', 'stone fruit', 'lactone']"
CCCCCCC(=O)OCC,"['green vegetal', 'fermented', 'floral', 'vegetal', 'fermented drink', 'chemical', 'balsamic', 'alcoholic beverages', 'fresh', 'tropical fruit', 'barrel aged alcohol', 'woody']"
CCCCCCCC(=O)OCC,"['fermented', 'floral', 'fermented drink', 'chemical', 'fruit with pip', 'alcoholic beverages', 'tropical fruit', 'stone fruit', 'lactone']"
CCCCCCCCCCCC(=O)OCC,"['green vegetal', 'vegetal', 'aldehydic']"
CCCCC(=O)CC,"['fermented', 'dairy', 'vegetal', 'green vegetal', 'fresh', 'tropical fruit']"
CCCOC(=O)CC,"['fermented', 'floral', 'fermented drink', 'chemical', 'balsamic', 'solvent', 'fresh', 'alcoholic beverages', 'tropical fruit', 'barrel aged alcohol', 'woody']"
COC(=O)CCC(=O)OC,"['fermented', 'vegetal', 'fermented drink', 'chemical', 'balsamic', 'solvent', 'fresh', 'alcoholic beverages', 'green vegetal', 'barrel aged alcohol', 'woody']"
CCCCCC(=O)OC,"['red berry', 'chemical', 'solvent', 'fresh', 'fruit with pip', 'tropical fruit', 'stone fruit', 'lactone']"
CCCCCCC(=O)OC,"['vegetal', 'green vegetal', 'fresh', 'fruit with pip', 'garden flower']"
C=CC=O,"['vegetable', 'nutty', 'dried fruit', 'red berry', 'vegetal', 'sweet', 'bitter almond', 'fatty', 'sulphur', 'oleaginous']"
CCCS,"['vegetable', 'cruciferous', 'vegetal', 'sulphur']"
C=CCO,"['vegetable', 'vegetal', 'sulphur']"
O=CC=O,"['sweet', 'empyreumatic', 'cooked', 'cooked sugar']"
COC=O,"['fermented', 'floral', 'fermented drink', 'chemical', 'balsamic', 'solvent', 'alcoholic beverages', 'barrel aged alcohol', 'stone fruit', 'woody', 'sweet']"
CC(CC=O)CCCC(C)(C)O,"['fruity', 'vegetal', 'green vegetal', 'fresh', 'garden flower', 'peponide']"
CCCC(C)=O,"['floral', 'fermented drink', 'chemical', 'balsamic', 'solvent', 'fresh', 'alcoholic beverages', 'tropical fruit', 'barrel aged alcohol']"
CC(=O)CC(C)C,"['vegetal', 'chemical', 'fresh', 'green vegetal']"
CC(C)CC(C)O,"['floral', 'vegetal', 'fermented drink', 'chemical', 'phenolic', 'green vegetal', 'alcoholic beverages', 'fatty', 'fresh', 'medicinal']"
CC(=O)OC(C)C,"['chemical', 'solvent', 'fresh', 'tropical fruit']"
C=C(C)OC(C)=O,"['chemical', 'balsamic', 'solvent', 'fresh', 'fruit with pip', 'alcoholic beverages', 'barrel aged alcohol', 'woody']"
CC1CCC(=O)O1,"['roasted', 'oleaginous', 'lactone', 'empyreumatic', 'fruity', 'dried fruit', 'vegetal', 'balsamic', 'dry vegetal', 'fresh', 'fatty', 'tropical fruit', 'malt']"
Cc1ccnc(C)c1,"['empyreumatic', 'vegetal', 'green vegetal', 'fresh', 'aromatic plant', 'smoked']"
Cc1cccc(C)n1,"['fermented', 'empyreumatic', 'fruity', 'dried fruit', 'vegetal', 'roasted', 'green vegetal', 'fatty', 'fresh', 'malt', 'oleaginous']"
Cc1cncc(C)n1,"['vegetable', 'oleaginous', 'empyreumatic', 'fruity', 'dairy', 'vegetal', 'dried fruit', 'chemical', 'solvent', 'fresh', 'fatty', 'malt', 'milky', 'sweet']"
COC(=O)CC(=O)OC,"['vegetal', 'chemical', 'solvent', 'fresh', 'fruit with pip', 'green vegetal']"
CCOC(=O)CC(C)C,"['fermented', 'floral', 'dairy', 'vegetal', 'fermented drink', 'chemical', 'citrus', 'green vegetal', 'alcoholic beverages', 'fatty', 'fresh', 'fruit with pip', 'tropical fruit']"
CC(C)CC(O)CC(C)C,"['floral', 'vegetal', 'fermented drink', 'chemical', 'solvent', 'alcoholic beverages', 'green vegetal']"
CC(C)CC(=O)CC(C)C,"['vegetal', 'mineral', 'chemical', 'metal', 'solvent', 'fresh', 'green vegetal', 'tropical fruit']"
CC(=O)OC(C)CC(C)C,"['fruit with pip', 'tropical fruit']"
OC1CCCCC1,"['vegetal', 'chemical', 'green vegetal', 'fresh', 'aromatic plant', 'medicinal']"
O=C1CCCCC1,"['vegetal', 'chemical', 'phenolic', 'green vegetal', 'fresh', 'aromatic plant', 'medicinal']"
Sc1ccccc1,"['vegetable', 'empyreumatic', 'vegetal', 'sulphur']"
CC1CCCCN1,"['fermented', 'empyreumatic', 'fruity', 'dairy', 'dried fruit', 'fatty', 'pyrazic', 'oleaginous']"
Cc1ccccn1,"['animal', 'empyreumatic', 'fruity', 'nutty', 'dried fruit', 'sweet', 'balsamic', 'chemical', 'fatty', 'alcoholic beverages', 'pyrazic', 'barrel aged alcohol', 'woody', 'oleaginous']"
Cc1cnccn1,"['vegetable', 'oleaginous', 'fermented', 'empyreumatic', 'fruity', 'dairy', 'vegetal', 'dried fruit', 'green vegetal', 'fresh', 'fatty', 'malt', 'milky', 'sweet']"
CCCCOC(=O)CC(C)C,"['vegetal', 'chemical', 'solvent', 'fresh', 'fruit with pip', 'green vegetal', 'tropical fruit', 'stone fruit', 'lactone']"
CCCCOC(=O)CCC,"['vegetal', 'red berry', 'fruit with pip', 'green vegetal', 'tropical fruit']"
O=C1CCCCCCCCCCCCCCCO1,"['musky', 'floral', 'woody']"
CCCCOC(=O)CCCCCCCCC(=O)OCCCC,['fatty']
C=CCCC(C)=O,"['empyreumatic', 'chemical', 'solvent', 'fresh', 'sulphur']"
CCCCC(=O)O,"['animal', 'dry vegetal', 'fermented', 'dairy', 'vegetal']"
CCCOC(C)=O,"['red berry', 'vegetal', 'chemical', 'phenolic', 'fresh', 'fruit with pip', 'aromatic plant', 'green vegetal', 'medicinal']"
CCCCN,"['dairy', 'fermented']"
CCCCS,"['vegetable', 'fermented', 'empyreumatic', 'dairy', 'vegetal', 'alliaceous', 'sulphur']"
SCCCS,"['vegetable', 'vegetal', 'alliaceous', 'sulphur']"
CCNCC,"['dairy', 'fermented']"
CCOC=O,"['solvent', 'green vegetal', 'bush flower', 'floral', 'vegetal', 'fermented drink', 'chemical', 'balsamic', 'phenolic', 'fresh', 'alcoholic beverages', 'barrel aged alcohol', 'woody', 'sweet', 'medicinal']"
CCON=O,"['chemical', 'balsamic', 'solvent', 'fresh', 'alcoholic beverages', 'barrel aged alcohol', 'woody']"
c1cc[nH]c1,"['empyreumatic', 'fruity', 'dried fruit', 'chemical', 'solvent', 'fresh', 'fatty', 'oleaginous']"
c1ccoc1,"['empyreumatic', 'chemical', 'phenolic', 'solvent', 'fresh', 'smoked']"
c1ccsc1,"['vegetable', 'vegetal', 'chemical', 'fresh', 'sulphur']"
CC(=O)OCC(C)C,"['chemical', 'solvent', 'fresh', 'fruit with pip', 'tropical fruit']"
CCCCCCCCCC(=O)OCC,"['oleaginous', 'fermented', 'floral', 'dried fruit', 'fermented drink', 'chemical', 'balsamic', 'fruit with pip', 'alcoholic beverages', 'barrel aged alcohol', 'woody']"
CCOC(=O)CCCCCCCCC(=O)OCC,"['fermented', 'floral', 'fermented drink', 'chemical', 'alcoholic beverages', 'peponide']"
CCCCCCCCCC(=O)OC,"['fermented drink', 'chemical', 'balsamic', 'alcoholic beverages', 'barrel aged alcohol', 'woody', 'sweet']"
CCCCCC(C)=O,"['dairy', 'green vegetal', 'oleaginous', 'lactone', 'fermented', 'dried fruit', 'vegetal', 'coumarin', 'chemical', 'phenolic', 'balsamic', 'dry vegetal', 'fresh', 'fatty', 'tropical fruit', 'medicinal']"
CC(C)CCOC=O,"['fermented', 'floral', 'vegetal', 'berry', 'fermented drink', 'chemical', 'solvent', 'fresh', 'alcoholic beverages', 'green vegetal', 'fruit with pip', 'stone fruit', 'black fruit']"
CCCCCN,['dairy']
CCCCC=O,"['oleaginous', 'empyreumatic', 'dairy', 'dried fruit', 'roasted', 'cocoa', 'fatty', 'malt', 'milky', 'sweet']"
CCCCCS,"['empyreumatic', 'cruciferous', 'vegetal', 'green vegetal', 'fresh', 'sulphur']"
CCCOC=O,"['vegetal', 'chemical', 'balsamic', 'solvent', 'fresh', 'green vegetal', 'alcoholic beverages', 'barrel aged alcohol', 'woody']"
CCSSCC,"['vegetal', 'sulphur']"
CCCCCCCC(=O)OC,"['fermented', 'floral', 'vegetal', 'fermented drink', 'chemical', 'citrus', 'green vegetal', 'alcoholic beverages', 'fatty', 'fresh']"
CCCCCC#CC(=O)OC,"['fresh aldehydic', 'aldehydic', 'green vegetal', 'cucurbitacea', 'fermented', 'vegetal', 'fermented drink', 'chemical', 'alcoholic beverages', 'fresh', 'garden flower', 'peponide']"
CCCCCCC(C)=O,"['fermented', 'vegetal', 'green vegetal', 'fresh', 'fruit with pip']"
CCCCCCC(=O)O,"['animal', 'tropical fruit', 'dairy']"
CCCCCCN,"['fermented', 'dairy']"
CCCCCCO,"['fermented', 'floral', 'vegetal', 'fermented drink', 'chemical', 'phenolic', 'solvent', 'fresh', 'alcoholic beverages', 'green vegetal', 'medicinal']"
CCCCCCS,"['vegetable', 'empyreumatic', 'fruity', 'dried fruit', 'vegetal', 'sulphur', 'oleaginous']"
C=CCOCCO,"['fermented', 'musty', 'earthy', 'chemical', 'fresh', 'woody']"
CCCSCCC,"['vegetable', 'vegetal', 'green vegetal', 'fresh', 'sulphur']"
CC(=O)OCCOC(C)=O,"['fermented', 'vegetal', 'fermented drink', 'chemical', 'phenolic', 'solvent', 'alcoholic beverages', 'fatty', 'fresh', 'green vegetal', 'medicinal']"
CCCCCCCO,"['fermented', 'floral', 'vegetal', 'green vegetal', 'fruit with pip', 'garden flower', 'tropical fruit']"
CCCCCCC=O,"['oleaginous', 'fruity', 'dried fruit', 'vegetal', 'balsamic', 'chemical', 'green vegetal', 'alcoholic beverages', 'barrel aged alcohol', 'woody']"
CCCCCCC#CC(=O)OC,"['vegetable', 'fruity', 'fresh aldehydic', 'vegetal', 'aldehydic', 'green vegetal', 'fresh', 'fatty', 'garden flower', 'cucurbitacea', 'peponide']"
C=CCCCCCCCCC(=O)OC,"['fermented', 'fermented drink', 'chemical', 'alcoholic beverages', 'bush flower']"
CCCCCCCCS,"['vegetal', 'empyreumatic']"
CCCCCCCCC(=O)O,"['fermented', 'fruity', 'dried fruit', 'oleaginous']"
CCCCCCCOC(C)=O,"['green vegetal', 'lactone', 'fermented', 'vegetal', 'fermented drink', 'chemical', 'balsamic', 'fruit with pip', 'alcoholic beverages', 'barrel aged alcohol', 'stone fruit', 'sweet']"
CCCCCCCCCC(C)=O,"['dairy', 'citrus', 'bush flower', 'garden flower', 'tropical fruit']"
CCCCCCCCOC(C)=O,"['fermented', 'musty', 'vegetal', 'green vegetal', 'fresh', 'stone fruit', 'woody', 'lactone']"
CCCCCCCCCCOC(C)=O,"['floral', 'vegetal', 'dairy', 'aldehydic', 'green vegetal', 'bush flower', 'tropical fruit']"
CCCCCCCOC=O,"['fresh aldehydic', 'vegetal', 'aldehydic', 'green vegetal', 'fresh', 'fruit with pip', 'cucurbitacea', 'stone fruit']"
CCCCCCCCCCO,"['citrus', 'fruity']"
CCCCCCCCCC=O,"['green vegetal', 'fatty', 'vegetal']"
CCCCCCCCOC=O,"['vegetable', 'fresh aldehydic', 'floral', 'vegetal', 'aldehydic', 'green vegetal', 'fresh', 'fatty', 'bush flower', 'cucurbitacea', 'garden flower']"
CCCCCCCCCCC(=O)O,"['oleaginous', 'fermented', 'fruity', 'dried fruit', 'vegetal', 'coumarin', 'dairy', 'balsamic', 'dry vegetal', 'fresh', 'tropical fruit', 'woody', 'sweet', 'lactone']"
CCCCCCCCCCCCCCCC(=O)OC,"['garden flower', 'floral']"
C=CCCCCCCCCCO,"['fruity', 'vegetal', 'chemical', 'green vegetal', 'bush flower']"
CCCCCCCCCCC=O,"['fruity', 'vegetal', 'green vegetal', 'fresh', 'tropical fruit']"
C=CCCCCCCCCC=O,"['fruity', 'floral', 'vegetal', 'green vegetal', 'bush flower']"
CCCCCCCCCCCCO,"['aldehydic', 'honeyed', 'green vegetal', 'oleaginous', 'lactone', 'fruity', 'dried fruit', 'vegetal', 'coumarin', 'balsamic', 'dry vegetal', 'fresh', 'tropical fruit', 'woody', 'sweet']"
CCCCCCCCCCCC=O,"['fruity', 'vegetal', 'green vegetal', 'fatty', 'fresh']"
CCCCCCCCCCCCS,['empyreumatic']
CCCCCCCCCCCCCCCCCC(=O)OC,['fatty']
CCCCCCCCCCCCOC(C)=O,"['bush flower', 'floral']"
CCCCCCCCCCCCCO,['fermented']
CCCCCCCCCCCCCCO,"['oleaginous', 'dried fruit', 'vegetal', 'coumarin', 'floral', 'balsamic', 'dry vegetal', 'fresh', 'garden flower', 'tropical fruit', 'woody', 'sweet', 'lactone']"
C=CC(C)(C)O,"['chemical', 'solvent', 'fresh', 'fatty']"
C=CC(C)(CCC=C(C)C)OC(C)=O,"['lemony', 'vegetal', 'fruit with pip', 'green vegetal', 'fresh', 'bush flower']"
CC1CC(O)CC(C)(C)C1,"['fermented', 'vegetal', 'chemical', 'phenolic', 'green vegetal', 'fresh', 'aromatic plant', 'medicinal']"
CC(=O)CO,"['fermented', 'empyreumatic', 'cooked', 'floral', 'vegetal', 'fermented drink', 'chemical', 'solvent', 'fresh', 'alcoholic beverages', 'green vegetal', 'cooked sugar']"
CCC(C)C(=O)O,"['animal', 'dairy']"
CC(=O)OC1C=C(C)C2CC(=C(C)C)CC2C(C)C1,"['wood', 'green vegetal', 'floral', 'vegetal']"
O=C(Oc1ccccc1)c1ccccc1O,['honeyed']
O=C(OCc1ccccc1)c1ccccc1O,"['fatty', 'woody']"
CCOC(=O)c1ccccc1O,"['vegetal', 'green vegetal', 'fresh', 'aromatic plant', 'woody']"
Cc1occc(=O)c1O,"['empyreumatic', 'cooked', 'red berry', 'cooked sugar']"
CC(=O)c1ccccc1O,"['spicy', 'honeyed', 'bitter almond', 'bush flower', 'oleaginous', 'peponide', 'lactone', 'fruity', 'nutty', 'floral', 'vegetal', 'red berry', 'dried fruit', 'balsamic', 'chemical', 'dry vegetal', 'fresh', 'fatty', 'woody', 'medicinal']"
O=C(c1ccccc1)C(O)c1ccccc1,"['vegetal', 'mint', 'chemical', 'phenolic', 'green vegetal', 'fresh', 'woody']"
c1ccc2cnccc2c1,"['fruity', 'nutty', 'dried fruit', 'bitter almond', 'fatty', 'fresh', 'woody', 'oleaginous']"
COc1ccc(C=O)cc1OC,"['balsamic', 'floral', 'dairy']"
O=Cc1ccc2c(c1)OCO2,"['oleaginous', 'fruity', 'nutty', 'dried fruit', 'red berry', 'dairy', 'chemical', 'phenolic', 'balsamic', 'fatty', 'bitter almond', 'woody', 'medicinal']"
O=C1CCCC1,"['fermented', 'fruity', 'dried fruit', 'vegetal', 'green vegetal', 'fresh', 'aromatic plant', 'fatty', 'oleaginous']"
CCOc1cc(C=O)ccc1O,"['empyreumatic', 'cooked', 'dairy', 'balsamic', 'woody', 'cooked sugar']"
COc1cc(C(=O)O)ccc1O,"['floral', 'woody']"
CCN(CC)CC,"['dairy', 'fermented']"
COC(=O)c1ccc(OC)cc1,"['balsamic', 'fresh', 'woody']"
CC(=O)c1ccc(C)cc1,"['vegetal', 'red berry', 'balsamic', 'dry vegetal', 'fresh', 'bush flower', 'woody', 'lactone']"
COC(=O)c1ccccc1N,"['fruit with pip', 'fermented']"
COc1cc(C=O)cc(OC)c1O,"['empyreumatic', 'dairy', 'vegetal', 'cocoa', 'roasted', 'phenolic', 'green vegetal', 'fresh', 'malt', 'smoked', 'milky']"
COc1ccccc1C=O,"['oleaginous', 'fruity', 'nutty', 'floral', 'dried fruit', 'chemical', 'phenolic', 'balsamic', 'bush flower', 'fatty', 'bitter almond', 'fresh', 'woody', 'medicinal']"
CCCCOC(=O)c1ccccc1,['sweet']
Cc1ccccc1S,"['vegetable', 'fermented', 'empyreumatic', 'vegetal', 'alliaceous', 'sulphur', 'smoked']"
CCC(C)CO,"['animal', 'empyreumatic', 'floral', 'roasted', 'fermented drink', 'chemical', 'phenolic', 'alcoholic beverages', 'malt', 'medicinal']"
CCCCOC(=O)C(C)O,"['cooked', 'aldehydic', 'green vegetal', 'cooked sugar', 'peponide', 'musty', 'empyreumatic', 'floral', 'vegetal', 'fermented drink', 'chemical', 'balsamic', 'fruit with pip', 'fatty', 'alcoholic beverages', 'fresh', 'woody']"
C=C(C)C1CCC(C)(O)CC1,"['floral', 'garden flower']"
CC(C)=CCCC(C)CCOC(=O)Cc1ccccc1,"['honeyed', 'bush flower']"
O=Cc1ccc(O)c(O)c1,"['empyreumatic', 'fruity', 'nutty', 'dried fruit', 'sweet', 'chemical', 'bitter almond', 'phenolic', 'fatty', 'oleaginous']"
CCCCCCCCCCCC(=O)OCc1ccccc1,"['green vegetal', 'vegetal', 'aldehydic']"
CC(C)CC(=O)OCCc1ccccc1,"['fruit with pip', 'bush flower', 'tropical fruit', 'stone fruit', 'woody', 'lactone']"
C=CCc1ccc(OC)cc1,"['vegetal', 'green vegetal', 'fresh', 'aromatic plant']"
C=C(C)CCCC(C)CCOC(C)=O,"['vegetal', 'green vegetal', 'bush flower', 'garden flower']"
CCC(=O)OCCC(C)CCC=C(C)C,"['green vegetal', 'fresh', 'bush flower', 'vegetal']"
CCCC(=O)OCCC(C)CCC=C(C)C,"['vegetal', 'green vegetal', 'fresh', 'bush flower', 'garden flower', 'fruit with pip', 'stone fruit']"
CCOC(C)=O,"['solvent', 'green vegetal', 'fermented', 'floral', 'vegetal', 'fermented drink', 'chemical', 'balsamic', 'fruit with pip', 'fresh', 'alcoholic beverages', 'barrel aged alcohol', 'woody']"
CC(=O)C=C(C)C,"['dairy', 'roasted', 'honeyed', 'green vegetal', 'aromatic plant', 'oleaginous', 'fermented', 'empyreumatic', 'fruity', 'dried fruit', 'vegetal', 'cocoa', 'fresh', 'fatty', 'malt', 'milky', 'sweet']"
COC(CC(C)CCCC(C)(C)O)OC,"['fruity', 'vegetal', 'green vegetal', 'bush flower', 'garden flower', 'peponide']"
CCOC(=O)CC(C)=O,"['vegetal', 'chemical', 'balsamic', 'solvent', 'green vegetal', 'fruit with pip', 'alcoholic beverages', 'barrel aged alcohol', 'woody', 'sweet']"
C=CCOC(=O)CCCCCC,"['balsamic', 'chemical', 'fruit with pip', 'alcoholic beverages', 'tropical fruit', 'barrel aged alcohol', 'woody']"
CCCCCC(=O)O,"['animal', 'fermented', 'dairy']"
CCCCCCOC(C)=O,"['vegetal', 'fruit with pip', 'green vegetal', 'tropical fruit']"
CCCCOCCCC,"['chemical', 'solvent', 'fresh']"
CCCCCCCCCO,"['citrus', 'bush flower', 'fruity']"
CCCCCCCCCOC(C)=O,"['fermented', 'musty', 'vegetal', 'earthy', 'green vegetal', 'fresh', 'woody']"
COc1cccc(O)c1,['chemical']
c1ccc(CSSCc2ccccc2)cc1,"['empyreumatic', 'cooked', 'vegetal', 'phenolic', 'green vegetal', 'fresh', 'smoked', 'cooked sugar', 'sweet']"
COc1ccc(O)cc1,['fresh']
COc1ccc(OC)cc1,"['fruity', 'dried fruit', 'vegetal', 'green vegetal', 'fresh', 'dry vegetal', 'fatty', 'oleaginous']"
CC(=O)OCCC(C)CCC=C(C)C,"['lemony', 'vegetal', 'green vegetal', 'fatty', 'bush flower']"
CC(=O)OC(C)(C)Cc1ccccc1,"['vegetal', 'fruit with pip', 'green vegetal', 'bush flower']"
COc1cccc(OC)c1,"['dried fruit', 'chemical', 'phenolic', 'fatty', 'oleaginous']"
CCC(C)CCC(C)(O)CC,['bush flower']
c1cscn1,"['fatty', 'fruity', 'dried fruit', 'oleaginous']"
c1cnccn1,"['fermented', 'empyreumatic', 'fruity', 'dried fruit', 'fatty', 'oleaginous']"
CC(=O)OCc1ccc2c(c1)OCO2,"['fruity', 'red berry', 'vegetal', 'aldehydic', 'mineral', 'metal', 'green vegetal', 'fatty', 'bush flower']"
CC(=O)c1cccnc1,"['empyreumatic', 'fruity', 'floral', 'vegetal', 'dried fruit', 'dry vegetal', 'bush flower', 'fatty', 'pyrazic', 'oleaginous']"
CCSCC,"['vegetable', 'vegetal', 'chemical', 'alliaceous', 'solvent', 'fresh', 'sulphur']"
CC(=O)CCC=C(C)C,"['fermented', 'fresh aldehydic', 'dairy', 'lemony', 'vegetal', 'aldehydic', 'green vegetal', 'fresh', 'fatty', 'fruit with pip', 'tropical fruit']"
CC1=C(C=O)C(C)(C)CCC1,"['fresh aldehydic', 'vegetal', 'aldehydic', 'green vegetal', 'fresh', 'fatty', 'bush flower', 'aromatic plant', 'dry vegetal']"
CC(C)C12CCC(C)(CC1)O2,"['wood', 'vegetal', 'chemical', 'phenolic', 'green vegetal', 'aromatic plant', 'resinous', 'woody', 'medicinal']"
CC1=CC2C(=C(C)CCC2C(C)C)CC1,['empyreumatic']
CC1=CC(O)C(C(C)C)CC1,"['fermented', 'vegetal', 'green vegetal', 'fresh', 'aromatic plant']"
Cc1ccnc2ccccc12,"['green vegetal', 'fatty', 'fermented', 'empyreumatic', 'fresh', 'vegetal']"
CCCC(=O)c1ccccc1,"['dairy', 'green vegetal', 'oleaginous', 'dried fruit', 'vegetal', 'red berry', 'mint', 'balsamic', 'chemical', 'phenolic', 'fatty', 'fresh', 'woody', 'medicinal']"
OCc1ccc2c(c1)OCO2,"['balsamic', 'floral', 'woody']"
O=C1C=CCO1,"['fermented', 'empyreumatic', 'floral', 'dairy', 'fermented drink', 'chemical', 'alcoholic beverages', 'fatty']"
CC1CCC(C(C)(C)O)CC1,"['wood', 'fruity', 'lemony', 'vegetal', 'phenolic', 'fresh', 'garden flower', 'resinous', 'woody']"
CC1CCC(C(C)C)CC1=O,"['vegetal', 'green vegetal', 'fresh', 'aromatic plant']"
Cc1ccc(C(C)C)cc1O,"['empyreumatic', 'vegetal', 'mint', 'chemical', 'green vegetal', 'fresh', 'smoked']"
OCCc1ccc(O)cc1,['bush flower']
CC(C)=CCCC(C)CC(=O)O,"['fruity', 'empyreumatic', 'fresh aldehydic', 'vegetal', 'aldehydic', 'phenolic', 'green vegetal', 'fresh', 'dry vegetal', 'smoked']"
CC(=O)CCCC(C)CCCC(C)CCCC(C)C,"['green vegetal', 'fatty', 'aromatic plant', 'vegetal']"
CC(C)CC(=O)O,"['animal', 'fermented']"
CSCCCO,"['fermented', 'empyreumatic', 'musty', 'vegetal', 'earthy', 'alliaceous', 'sulphur', 'woody']"
C1CSCCS1,"['vegetable', 'musty', 'vegetal', 'earthy', 'alliaceous', 'chemical', 'fresh', 'sulphur', 'woody']"
C=CC(C)(O)CCCC(C)CCCC(C)CCCC(C)C,"['green vegetal', 'fresh', 'dry vegetal', 'vegetal']"
CCCC=CC=O,"['fresh aldehydic', 'dairy', 'bitter almond', 'green vegetal', 'oleaginous', 'fermented', 'nutty', 'dried fruit', 'vegetal', 'fruit with pip', 'tropical fruit', 'stone fruit']"
CC(=O)S,['empyreumatic']
CC(C)CS,"['empyreumatic', 'vegetal', 'alliaceous', 'sulphur']"
CCC(C)S,"['alliaceous', 'vegetable', 'sulphur', 'vegetal']"
CC1(C)C2CC=C(CO)C1C2,"['wood', 'vegetal', 'chemical', 'phenolic', 'green vegetal', 'fresh', 'aromatic plant', 'resinous']"
Cc1cccc(O)c1C,['fermented']
Cc1cc(C)c(O)c(C)c1,"['animal', 'empyreumatic', 'vegetal', 'chemical', 'dry vegetal', 'smoked']"
Cc1ccccc1C=O,"['fruity', 'nutty', 'dried fruit', 'red berry', 'bitter almond', 'fatty', 'oleaginous']"
CC(=O)Oc1ccccc1C,"['chemical', 'phenolic']"
COC(C)OC,"['vegetal', 'chemical', 'phenolic', 'solvent', 'fresh', 'green vegetal', 'dry vegetal', 'medicinal']"
Cc1ccco1,"['dairy', 'roasted', 'mineral', 'metal', 'sulphur', 'oleaginous', 'fermented', 'empyreumatic', 'fruity', 'dried fruit', 'cocoa', 'chemical', 'fresh', 'fatty', 'malt', 'milky']"
Cc1ccc(C(C)O)cc1,"['bitter almond', 'green vegetal', 'bush flower', 'aromatic plant', 'oleaginous', 'fruity', 'red berry', 'dried fruit', 'vegetal', 'dry vegetal', 'fatty', 'fresh']"
C=C(C)C1CC=C(CO)CC1,"['fruity', 'vegetal', 'green vegetal', 'fresh', 'garden flower']"
CCc1cccnc1,"['animal', 'empyreumatic', 'fruity', 'dried fruit', 'vegetal', 'phenolic', 'dry vegetal', 'fatty', 'smoked', 'oleaginous']"
COCc1ccccc1,"['vegetal', 'mineral', 'chemical', 'metal', 'solvent', 'fresh', 'green vegetal', 'garden flower', 'bush flower']"
CCOCc1ccccc1,['tropical fruit']
CCCCC(=O)OCC,"['vegetal', 'green vegetal', 'fresh', 'fruit with pip', 'tropical fruit']"
CCOC(=O)CCC(C)=O,"['empyreumatic', 'cooked', 'vegetal', 'cooked sugar', 'green vegetal', 'fresh', 'fruit with pip', 'tropical fruit', 'peponide']"
CCCC(=O)OCC(C)C,"['red berry', 'balsamic', 'chemical', 'fruit with pip', 'alcoholic beverages', 'tropical fruit', 'barrel aged alcohol', 'woody']"
CCCCCOC(=O)CCCCC,"['vegetal', 'balsamic', 'chemical', 'fruit with pip', 'alcoholic beverages', 'green vegetal', 'fresh', 'tropical fruit', 'barrel aged alcohol', 'woody']"
CCC(=O)OCC(C)C,"['vegetal', 'chemical', 'balsamic', 'solvent', 'fresh', 'green vegetal', 'alcoholic beverages', 'tropical fruit', 'barrel aged alcohol', 'woody']"
SCCS,"['vegetable', 'vegetal', 'alliaceous', 'sulphur']"
CC(C)CCS,"['vegetal', 'alliaceous', 'sulphur']"
CC(C)=CC(=O)O,"['fermented', 'empyreumatic', 'cooked', 'vegetal', 'green vegetal', 'fresh', 'cooked sugar', 'sweet']"
Cc1csc(C)n1,"['dry vegetal', 'empyreumatic', 'malt', 'vegetal']"
CC1CCCCCCCCCCCCC(=O)C1,"['musky', 'vegetal', 'aldehydic', 'green vegetal']"
CC(C)COC=O,"['chemical', 'balsamic', 'solvent', 'fresh', 'alcoholic beverages', 'barrel aged alcohol', 'woody']"
CCN=C=S,"['vegetable', 'sulphur', 'cruciferous', 'vegetal', 'alliaceous', 'root', 'earthy']"
C=CC(=C)CCCC(C)(C)O,"['bush flower', 'fruity', 'lemony']"
CCCCCC(C)O,"['fermented', 'musty', 'fresh aldehydic', 'dairy', 'lemony', 'vegetal', 'aldehydic', 'earthy', 'green vegetal', 'woody']"
CCCCSCCCC,"['fresh aldehydic', 'aldehydic', 'green vegetal', 'bush flower', 'root', 'sulphur', 'earthy', 'cruciferous', 'vegetal', 'fresh', 'fatty', 'garden flower']"
CCCCCCCCCCCCCC(=O)O,"['oleaginous', 'fruity', 'dried fruit', 'vegetal', 'coumarin', 'aldehydic', 'balsamic', 'green vegetal', 'dry vegetal', 'fresh', 'tropical fruit', 'woody', 'sweet', 'lactone']"
CC1C(=O)CC2CC1C2(C)C,"['wood', 'vegetal', 'mint', 'chemical', 'phenolic', 'green vegetal', 'resinous', 'woody', 'medicinal']"
COC(=O)C(C)C,"['chemical', 'balsamic', 'solvent', 'fresh', 'fruit with pip', 'alcoholic beverages', 'tropical fruit', 'barrel aged alcohol', 'stone fruit', 'woody', 'lactone']"
CC(=O)c1ccccc1N,"['fruit with pip', 'fruity']"
